method,algo,problem,lambda,mu-lambda_ratio,sigma0,alpha_mu,rescale_sigma0,BestSol_mean,BestSol_std
Morris,CMA,Problem1,780.0,0.4,0.3111111,1.333333,0.3333333,82316.73400304533,36396.637523314756
Morris,CMA,Problem1,780.0,0.4,0.3111111,1.333333,0.8888889,75344.92169975405,28502.0420942134
Morris,CMA,Problem1,780.0,0.4,0.9444444,2.666667,0.4444444,65346.042606053736,53245.985349274124
Morris,CMA,Problem1,780.0,0.4,1.366667,1.333333,0.3333333,55488.198784731445,45913.86134151045
Morris,CMA,Problem1,780.0,0.4,2.0,0.4444444,0.4444444,63558.72603431181,45403.79047560123
Morris,CMA,Problem1,780.0,0.4,2.0,2.666667,0.4444444,53686.48609182822,45713.05361510161
Morris,CMA,Problem1,780.0,0.6,0.1,2.666667,0.0,86084.26923133747,29510.21466749508
Morris,CMA,Problem1,780.0,0.6,0.1,2.666667,0.5555556,79558.87618030174,24730.236549294063
Morris,CMA,Problem1,780.0,0.6,0.7333333,4.0,0.6666667,58528.68528044433,42847.92798404191
Morris,CMA,Problem1,780.0,0.6,1.155556,0.4444444,0.0,79024.79622325164,32457.499367489687
Morris,CMA,Problem1,780.0,0.6,1.155556,2.666667,0.0,65207.58199865047,51085.99996784796
Morris,CMA,Problem1,780.0,0.7,1.155556,1.777778,1.0,66638.54032612377,48752.51730022251
Morris,CMA,Problem1,780.0,0.7,1.155556,4.0,1.0,68592.89717795466,54664.786221147886
Morris,CMA,Problem1,780.0,0.7,1.788889,3.555556,0.6666667,65710.84976646693,51412.55807428766
Morris,CMA,Problem1,780.0,0.8,1.577778,4.0,0.1111111,62489.249394989354,47581.8485982482
Morris,CMA,Problem1,780.0,0.8,1.577778,4.0,0.6666667,62558.31775833957,44794.68931422198
Morris,CMA,Problem1,780.0,0.9,0.3111111,1.333333,0.8888889,101473.73440360048,14285.502573701251
Morris,CMA,Problem1,780.0,0.9,0.9444444,2.666667,0.4444444,66029.55596772935,44730.69246405816
Morris,CMA,Problem1,890.0,0.1,0.1,0.0,0.2222222,100307.39145036854,12301.950552113272
Morris,CMA,Problem1,890.0,0.1,0.1,0.0,0.7777778,98745.05930422056,14587.801743116448
Morris,CMA,Problem1,890.0,0.1,0.1,2.222222,0.2222222,80764.97957909942,21111.788832004302
Morris,CMA,Problem1,890.0,0.1,0.7333333,0.0,0.1111111,70445.88421140696,34537.27061073085
Morris,CMA,Problem1,890.0,0.1,0.7333333,2.222222,0.1111111,58783.52342990048,50154.092048979466
Morris,CMA,Problem1,890.0,0.3,1.788889,3.111111,0.4444444,59619.21049785924,50061.29545127231
Morris,CMA,Problem1,890.0,0.3,1.788889,3.111111,1.0,63039.28848259514,54098.02276350323
Morris,CMA,Problem1,890.0,0.6,0.1,2.222222,0.2222222,96432.69777524505,20809.22988546061
Morris,CMA,Problem1,890.0,0.6,0.7333333,2.222222,0.1111111,75023.75844808125,48997.48557518738
Morris,CMA,Problem1,890.0,0.6,1.155556,2.222222,0.2222222,56420.79534877485,46037.38219785217
Morris,CMA,Problem1,890.0,0.7,0.1,0.0,0.0,94613.17114657062,13323.864153681245
Morris,CMA,Problem1,890.0,0.7,0.1,2.222222,0.0,94703.10136704138,16993.662731230695
Morris,CMA,Problem1,890.0,0.7,1.155556,2.222222,0.0,66306.19109591973,48511.21486480972
Morris,CMA,Problem1,890.0,0.7,1.155556,2.222222,0.5555556,63798.00724434373,46975.37354849455
Morris,CMA,Problem1,890.0,0.8,0.3111111,1.333333,0.0,81761.4828479493,17293.534334296222
Morris,CMA,Problem1,890.0,0.8,0.7333333,0.8888889,1.0,88691.28277270883,24742.794727467684
Morris,CMA,Problem1,890.0,0.8,0.7333333,3.111111,1.0,73261.66048425113,38094.60719227714
Morris,CMA,Problem1,890.0,0.8,1.788889,3.111111,1.0,69269.21110333741,50616.80194721425
Morris,CMA,Problem1,890.0,1.0,0.1,4.0,0.3333333,92924.10136446127,13565.388097056457
Morris,CMA,Problem10,10.0,0.1,0.733333,2.66667,0.666667,13.698660381607372,9.1891857751284
Morris,CMA,Problem10,10.0,0.1,1.78889,0.444444,0.666667,11.72350950136518,10.075836249781553
Morris,CMA,Problem10,10.0,0.1,1.78889,2.66667,0.666667,11.677827486699638,10.040298594849666
Morris,CMA,Problem10,10.0,0.2,0.522222,0.0,0.222222,14.938203269363871,7.599903153650807
Morris,CMA,Problem10,10.0,0.2,0.522222,0.0,0.777778,15.841051333578644,7.73948725685455
Morris,CMA,Problem10,10.0,0.2,1.57778,0.0,0.222222,11.756763243766269,10.113742242693911
Morris,CMA,Problem10,10.0,0.2,1.57778,2.22222,0.222222,11.676752668054707,10.048330067934948
Morris,CMA,Problem10,10.0,0.3,0.1,1.77778,0.111111,19.447978471291144,0.12083389112313847
Morris,CMA,Problem10,10.0,0.3,0.1,4.0,0.111111,19.543629294079217,0.09258935000829452
Morris,CMA,Problem10,10.0,0.3,1.15556,4.0,0.111111,11.698514284111159,10.06725691076996
Morris,CMA,Problem10,10.0,0.4,1.57778,4.0,0.222222,11.646163598414658,10.023993538569814
Morris,CMA,Problem10,10.0,0.4,1.78889,2.22222,0.111111,11.666326264140306,10.041272760207342
Morris,CMA,Problem10,10.0,0.5,0.311111,2.22222,1.0,18.83713440896041,2.0411806462400905
Morris,CMA,Problem10,10.0,0.5,0.522222,3.55556,0.111111,12.355831395465309,9.271080042085538
Morris,CMA,Problem10,10.0,0.5,0.944444,0.444444,0.777778,11.681645253081548,10.051094816669538
Morris,CMA,Problem10,10.0,0.5,1.36667,2.22222,1.0,11.660536292593724,10.036296902589749
Morris,CMA,Problem10,10.0,0.5,2.0,4.0,0.888889,11.626677391104376,10.006687843451404
Morris,CMA,Problem10,10.0,0.7,1.57778,2.22222,0.222222,11.69904522093457,10.068482404601948
Morris,CMA,Problem10,10.0,0.8,0.1,1.77778,0.111111,19.503546362032175,0.13138606265171757
Morris,CMA,Problem10,10.0,0.8,0.1,4.0,0.111111,19.461236933272428,0.1918659145757755
Morris,CMA,Problem10,10.0,0.9,0.733333,0.0,0.666667,13.834062581523773,9.464323345306504
Morris,CMA,Problem10,10.0,0.9,0.733333,2.22222,0.111111,14.283973685945924,8.715005164009394
Morris,CMA,Problem10,10.0,0.9,0.733333,2.22222,0.666667,11.856840208871391,9.807084004406818
Morris,CMA,Problem10,10.0,0.9,1.57778,4.0,0.222222,11.722900353532127,10.088946547647536
Morris,CMA,Problem10,10.0,0.9,1.78889,2.22222,0.111111,11.597608968587465,9.981427861458124
Morris,CMA,Problem10,10.0,1.0,0.311111,0.0,0.444444,19.31327945820487,0.7644075405596331
Morris,CMA,Problem10,10.0,1.0,0.311111,2.22222,0.444444,19.498504205112386,0.1260633268330814
Morris,CMA,Problem10,10.0,1.0,0.311111,2.22222,1.0,18.133714555145577,4.162514915179919
Morris,CMA,Problem10,10.0,1.0,0.311111,2.66667,0.222222,19.411699833323148,0.20726966877300337
Morris,CMA,Problem10,10.0,1.0,0.522222,3.55556,0.111111,15.831418854439471,7.515600953355404
Morris,CMA,Problem10,10.0,1.0,0.944444,4.0,0.888889,11.717270374030795,9.972124261489968
Morris,CMA,Problem10,10.0,1.0,2.0,4.0,0.888889,11.732540147918595,10.09611840990455
Morris,CMA,Problem10,1000.0,0.1,0.1,1.7777778,0.88888889,20.35320829085585,0.8037334521712437
Morris,CMA,Problem10,1000.0,0.1,0.1,4.0,0.88888889,20.15995008710464,0.7798984286946318
Morris,CMA,Problem10,1000.0,0.2,1.3666667,1.3333333,0.11111111,20.31302486140762,0.7418752031928866
Morris,CMA,Problem10,1000.0,0.3,0.31111111,1.7777778,0.0,20.375018601114952,0.5863578936999564
Morris,CMA,Problem10,1000.0,0.3,0.73333333,0.44444444,0.77777778,20.618501607966515,0.3866863953795749
Morris,CMA,Problem10,1000.0,0.3,1.3666667,1.7777778,0.0,19.43999268559364,2.7191400275486424
Morris,CMA,Problem10,1000.0,0.4,1.3666667,1.7777778,0.0,20.40945206587069,0.5829209611150585
Morris,CMA,Problem10,1000.0,0.5,0.73333333,2.2222222,0.0,20.60989866878745,0.251783193061231
Morris,CMA,Problem10,1000.0,0.5,0.73333333,2.2222222,0.55555556,20.5323010317176,0.3873696648912036
Morris,CMA,Problem10,1000.0,0.5,1.7888889,2.2222222,0.0,20.315636232072613,0.5458241716664035
Morris,CMA,Problem10,1000.0,0.5,2.0,4.0,0.0,20.084301196372788,0.8634191054479764
Morris,CMA,Problem10,1000.0,0.5,2.0,4.0,0.55555556,20.318332092066584,0.48569157530338525
Morris,CMA,Problem10,1000.0,0.6,0.1,1.7777778,0.88888889,20.40075137721762,0.7911170673948159
Morris,CMA,Problem10,1000.0,0.7,0.1,3.1111111,0.0,20.405141490016117,0.6860777206722389
Morris,CMA,Problem10,1000.0,0.7,1.1555556,3.1111111,0.0,20.52334450099305,0.4687186209524971
Morris,CMA,Problem10,1000.0,0.8,0.31111111,1.7777778,0.0,20.81399460885985,0.42365439116414216
Morris,CMA,Problem10,1000.0,0.8,0.31111111,4.0,0.0,20.5236109498619,0.45913773857907436
Morris,CMA,Problem10,1000.0,0.8,0.31111111,4.0,0.55555556,20.619659508226082,0.39569477424821403
Morris,CMA,Problem10,1000.0,0.8,1.3666667,0.0,0.55555556,20.702362774996118,0.4174636558121806
Morris,CMA,Problem10,1000.0,0.9,1.3666667,0.88888889,0.44444444,20.51217299128917,0.35702701554373345
Morris,CMA,Problem10,1000.0,0.9,1.3666667,3.1111111,0.44444444,20.45315091255363,0.2613202411280892
Morris,CMA,Problem10,1000.0,0.9,1.3666667,3.1111111,1.0,20.501705206323557,0.35506384174111233
Morris,CMA,Problem10,1000.0,1.0,0.94444444,3.5555556,0.55555556,20.593711063721567,0.4190635210423455
Morris,CMA,Problem10,1000.0,1.0,1.7888889,2.2222222,0.0,20.40830226827027,0.47608889424238937
Morris,CMA,Problem10,1000.0,1.0,2.0,4.0,0.55555556,19.95512103762766,1.3662523283372539
Morris,CMA,Problem10,120.0,0.1,0.5222222,3.555556,0.3333333,19.77863888295386,0.42043300975029113
Morris,CMA,Problem10,120.0,0.1,0.9444444,0.0,0.0,15.105513710857025,6.747840761063231
Morris,CMA,Problem10,120.0,0.1,1.155556,1.777778,0.1111111,14.349232257693032,6.970183026633503
Morris,CMA,Problem10,120.0,0.1,1.155556,1.777778,0.6666667,14.240524770065907,6.831730791624281
Morris,CMA,Problem10,120.0,0.1,1.155556,4.0,0.6666667,13.723736872019327,7.346385034912224
Morris,CMA,Problem10,120.0,0.1,1.577778,1.333333,0.3333333,13.78084788684798,7.425989813805431
Morris,CMA,Problem10,120.0,0.1,1.577778,3.555556,0.3333333,13.586145824699283,7.849880065522863
Morris,CMA,Problem10,120.0,0.1,2.0,0.0,0.0,13.244031463430428,8.100851054079365
Morris,CMA,Problem10,120.0,0.2,0.5222222,3.555556,0.7777778,19.84876649823943,0.5867479934876727
Morris,CMA,Problem10,120.0,0.3,0.1,0.0,0.1111111,19.539899980126318,0.11349498879929491
Morris,CMA,Problem10,120.0,0.3,0.1,0.0,0.6666667,19.43690338399611,0.1692325144653829
Morris,CMA,Problem10,120.0,0.3,0.7333333,1.777778,0.1111111,14.781559648548855,7.040698693351587
Morris,CMA,Problem10,120.0,0.3,0.7333333,1.777778,0.6666667,17.053273434090364,5.509679997380241
Morris,CMA,Problem10,120.0,0.3,0.7333333,4.0,0.6666667,19.230057137060022,1.4452463761100962
Morris,CMA,Problem10,120.0,0.3,1.155556,0.0,0.6666667,13.235392439538353,8.17630615738359
Morris,CMA,Problem10,120.0,0.3,1.788889,1.777778,0.1111111,13.023308185363007,8.284591932564709
Morris,CMA,Problem10,120.0,0.4,0.9444444,0.0,1.0,14.336153366838222,6.592448600542384
Morris,CMA,Problem10,120.0,0.4,0.9444444,2.222222,1.0,15.159411361507154,7.1171335118475785
Morris,CMA,Problem10,120.0,0.4,1.577778,1.333333,0.1111111,13.03822499421656,8.131956937206898
Morris,CMA,Problem10,120.0,0.4,2.0,2.222222,1.0,12.689429837772895,8.760292570098416
Morris,CMA,Problem10,120.0,0.5,0.1,2.666667,0.4444444,19.55150690005878,0.12745794971279137
Morris,CMA,Problem10,120.0,0.5,0.1,2.666667,1.0,19.528096078049696,0.152339025240714
Morris,CMA,Problem10,120.0,0.5,1.155556,0.4444444,0.4444444,13.58698894593734,7.516846954966036
Morris,CMA,Problem10,120.0,0.5,1.155556,2.666667,0.4444444,13.153916200901199,7.96417208003107
Morris,CMA,Problem10,120.0,0.5,1.577778,1.777778,0.2222222,13.006178184535973,8.394000808635925
Morris,CMA,Problem10,120.0,0.6,0.1,4.0,0.6666667,19.512371455435737,0.19117655947877749
Morris,CMA,Problem10,120.0,0.6,0.5222222,3.555556,0.3333333,18.790645489125403,3.224381600133335
Morris,CMA,Problem10,120.0,0.6,1.155556,4.0,0.6666667,15.337988880563467,6.337427626313979
Morris,CMA,Problem10,120.0,0.6,1.577778,3.555556,0.3333333,14.15664696150957,7.163639819243617
Morris,CMA,Problem10,120.0,0.6,1.577778,3.555556,0.8888889,13.112466678862637,8.310958790118873
Morris,CMA,Problem10,120.0,0.8,0.1,0.0,0.1111111,19.57602764825038,0.15578090970335662
Morris,CMA,Problem10,120.0,0.8,0.7333333,4.0,0.6666667,18.14664769896343,3.096546196480103
Morris,CMA,Problem10,120.0,1.0,0.5222222,1.777778,0.2222222,20.0801198819266,0.572123450112274
Morris,CMA,Problem10,120.0,1.0,0.5222222,1.777778,0.7777778,20.038048786628178,0.505842815179699
Morris,CMA,Problem10,120.0,1.0,0.5222222,4.0,0.7777778,20.0161618629448,0.6013210174719961
Morris,CMA,Problem10,120.0,1.0,1.366667,3.555556,0.1111111,14.950250249355681,6.743119327456156
Morris,CMA,Problem10,120.0,1.0,1.577778,1.777778,0.2222222,14.230900355757749,7.1197585395062655
Morris,CMA,Problem10,230.0,0.1,1.155556,0.4444444,0.0,17.710459509248373,3.83689757144827
Morris,CMA,Problem10,230.0,0.1,1.788889,1.777778,0.1111111,15.414103365232709,6.606378199189146
Morris,CMA,Problem10,230.0,0.2,0.3111111,3.111111,1.0,19.47273041173256,0.11880103665551596
Morris,CMA,Problem10,230.0,0.2,1.366667,0.8888889,0.4444444,14.49357400879415,6.48568018190914
Morris,CMA,Problem10,230.0,0.2,1.366667,3.111111,0.4444444,14.960190331461138,6.759142691926269
Morris,CMA,Problem10,230.0,0.2,1.366667,3.111111,1.0,15.61063359938384,5.295616925016907
Morris,CMA,Problem10,230.0,0.2,1.577778,1.333333,0.2222222,16.247340674868834,5.792484651902199
Morris,CMA,Problem10,230.0,0.3,0.5222222,1.777778,0.6666667,19.95334315678402,0.5198809793239226
Morris,CMA,Problem10,230.0,0.3,0.5222222,4.0,0.6666667,18.264934056876264,4.906461821956826
Morris,CMA,Problem10,230.0,0.6,1.155556,0.4444444,0.0,16.284710449344495,5.936003898752648
Morris,CMA,Problem10,230.0,0.7,0.1,1.777778,0.4444444,19.69771537191453,0.5176865779608792
Morris,CMA,Problem10,230.0,0.7,0.3111111,3.111111,1.0,19.791089027385688,0.44353945665675526
Morris,CMA,Problem10,230.0,0.7,0.5222222,1.333333,0.2222222,20.06064245988409,0.531224712747718
Morris,CMA,Problem10,230.0,0.7,0.5222222,1.333333,0.7777778,20.05518148170393,0.7182234086558391
Morris,CMA,Problem10,230.0,0.7,0.5222222,3.555556,0.7777778,19.99386670080516,0.5807833838814231
Morris,CMA,Problem10,230.0,0.7,1.155556,1.777778,0.4444444,17.515372567607017,5.093169477437729
Morris,CMA,Problem10,230.0,0.7,1.155556,1.777778,1.0,16.99286153339703,5.228528066439589
Morris,CMA,Problem10,230.0,0.7,1.577778,1.333333,0.2222222,13.840221784552416,7.640070039294249
Morris,CMA,Problem10,230.0,0.7,1.788889,3.555556,0.6666667,16.646827011602646,5.428345137778252
Morris,CMA,Problem10,230.0,0.8,0.5222222,4.0,0.6666667,19.957478500713087,0.5764265575858551
Morris,CMA,Problem10,230.0,0.8,1.577778,4.0,0.6666667,15.724564277101152,6.189834655802903
Morris,CMA,Problem10,230.0,0.9,0.3111111,1.333333,0.8888889,19.906732172838026,0.5992689966378028
Morris,CMA,Problem10,230.0,0.9,0.3111111,3.555556,0.8888889,19.70812067996725,0.4806592493130769
Morris,CMA,Problem10,230.0,0.9,0.9444444,2.666667,0.4444444,20.096186153972173,0.5562032906027116
Morris,CMA,Problem10,230.0,0.9,0.9444444,2.666667,1.0,19.753830381355503,1.0434635438590332
Morris,CMA,Problem10,340.0,0.1,0.7333333,0.0,0.1111111,20.067095252923828,0.503600175274991
Morris,CMA,Problem10,340.0,0.1,1.788889,0.0,0.1111111,16.752195427761922,5.261876230924799
Morris,CMA,Problem10,340.0,0.1,1.788889,0.0,0.6666667,16.17355777927544,5.619442511455292
Morris,CMA,Problem10,340.0,0.2,0.1,0.0,0.0,19.66730173301945,0.4963738396281707
Morris,CMA,Problem10,340.0,0.3,0.3111111,1.333333,0.0,19.72010109450537,0.40529302357529234
Morris,CMA,Problem10,340.0,0.3,1.366667,1.333333,0.0,17.35272481167844,4.955790660311528
Morris,CMA,Problem10,340.0,0.3,1.366667,3.555556,0.0,14.398505345304997,6.870247614990112
Morris,CMA,Problem10,340.0,0.3,1.366667,3.555556,0.5555556,17.31648743440772,5.242193773019777
Morris,CMA,Problem10,340.0,0.3,1.788889,3.111111,0.4444444,15.254570427001108,6.806802498699266
Morris,CMA,Problem10,340.0,0.5,0.1,1.777778,0.3333333,19.965887916755257,0.6515611307143351
Morris,CMA,Problem10,340.0,0.5,0.1,4.0,0.3333333,19.78378035137397,0.43992934707554643
Morris,CMA,Problem10,340.0,0.5,1.155556,1.777778,0.3333333,17.545515470030114,4.985821857551139
Morris,CMA,Problem10,340.0,0.5,1.155556,1.777778,0.8888889,18.594398421824998,2.6989658576497337
Morris,CMA,Problem10,340.0,0.6,1.155556,2.222222,0.2222222,19.01605101872477,2.3162592998066365
Morris,CMA,Problem10,340.0,0.7,0.1,0.0,0.0,20.24071480528478,0.6741258402087015
Morris,CMA,Problem10,340.0,0.8,0.3111111,1.333333,0.0,20.092971938375747,0.6882373408628563
Morris,CMA,Problem10,340.0,1.0,0.1,4.0,0.3333333,20.229906591422928,0.6390080375942586
Morris,CMA,Problem10,450.0,0.1,0.1,4.0,0.3333333,19.67318691212187,0.3241072785471291
Morris,CMA,Problem10,450.0,0.1,0.1,4.0,0.8888889,19.792505586921983,0.5219963640107477
Morris,CMA,Problem10,450.0,0.1,1.155556,4.0,0.3333333,16.891935987224496,5.036106258046155
Morris,CMA,Problem10,450.0,0.2,0.1,0.8888889,0.5555556,19.95119837091932,0.6877379020269127
Morris,CMA,Problem10,450.0,0.2,0.1,3.111111,0.0,19.758546562801968,0.556997377352609
Morris,CMA,Problem10,450.0,0.2,0.1,3.111111,0.5555556,19.746552719126203,0.5567018875860048
Morris,CMA,Problem10,450.0,0.2,1.366667,1.333333,0.1111111,17.56602439955911,4.543357628847673
Morris,CMA,Problem10,450.0,0.3,0.3111111,2.222222,0.0,19.797162560725777,0.44534852888380516
Morris,CMA,Problem10,450.0,0.3,0.7333333,0.4444444,0.7777778,20.20193383792411,0.5908081130496733
Morris,CMA,Problem10,450.0,0.3,1.788889,0.4444444,0.7777778,16.446691351090394,5.9401242358608135
Morris,CMA,Problem10,450.0,0.3,1.788889,2.666667,0.7777778,15.058843030546191,7.442748521684697
Morris,CMA,Problem10,450.0,0.4,0.3111111,0.8888889,0.4444444,20.10502273586207,0.6830937403938866
Morris,CMA,Problem10,450.0,0.4,0.3111111,4.0,0.0,19.80804018227153,0.3715778690595704
Morris,CMA,Problem10,450.0,0.4,1.366667,1.777778,0.0,17.71572008740804,4.78322061117766
Morris,CMA,Problem10,450.0,0.4,1.366667,4.0,0.0,15.944142439649085,5.86196108167923
Morris,CMA,Problem10,450.0,0.5,0.9444444,1.777778,0.0,20.09244469329901,0.6664938747752206
Morris,CMA,Problem10,450.0,0.5,0.9444444,3.555556,0.5555556,19.730444505992686,1.2645653150264795
Morris,CMA,Problem10,450.0,0.5,0.9444444,4.0,0.0,19.636938536959157,1.3496428015929882
Morris,CMA,Problem10,450.0,0.5,2.0,1.333333,0.0,15.486286857545755,6.262993298130476
Morris,CMA,Problem10,450.0,0.5,2.0,3.555556,0.0,16.470461520216276,6.116508014099936
Morris,CMA,Problem10,450.0,0.5,2.0,3.555556,0.5555556,17.986894062077965,5.206068509623674
Morris,CMA,Problem10,450.0,0.5,2.0,4.0,0.0,15.506794076216883,6.4507346179130876
Morris,CMA,Problem10,450.0,0.7,0.1,3.111111,0.0,20.14128783289761,0.6490549308870889
Morris,CMA,Problem10,450.0,0.7,0.3111111,3.555556,0.1111111,20.15201626174009,0.4932348128489399
Morris,CMA,Problem10,450.0,0.7,0.3111111,3.555556,0.6666667,20.10663088171488,0.4636056557049661
Morris,CMA,Problem10,450.0,0.7,1.366667,1.333333,0.1111111,17.826111178267062,4.202547362042718
Morris,CMA,Problem10,450.0,0.7,1.366667,3.555556,0.1111111,19.349227561142733,1.4570176287827585
Morris,CMA,Problem10,450.0,0.8,0.3111111,2.222222,0.0,20.084559029115646,0.5601054540872908
Morris,CMA,Problem10,450.0,0.8,0.3111111,2.222222,0.5555556,20.083004213869607,0.5695296421812737
Morris,CMA,Problem10,450.0,0.8,0.3111111,4.0,0.5555556,20.139637653099154,0.4821936029837136
Morris,CMA,Problem10,450.0,0.8,1.366667,0.0,0.5555556,19.63241457045016,1.9977615950442948
Morris,CMA,Problem10,450.0,0.8,1.366667,2.222222,0.5555556,18.68702943535468,5.045253216788066
Morris,CMA,Problem10,450.0,0.8,1.788889,2.666667,0.2222222,17.96992455767198,3.4143150844255628
Morris,CMA,Problem10,450.0,0.8,1.788889,2.666667,0.7777778,19.49744428258666,1.58357832152465
Morris,CMA,Problem10,450.0,0.9,0.3111111,0.8888889,0.4444444,20.330207755044377,0.40260811687373327
Morris,CMA,Problem10,450.0,0.9,0.3111111,4.0,0.0,20.184223369067297,0.5226874573980627
Morris,CMA,Problem10,450.0,0.9,0.3111111,4.0,0.5555556,20.04527033002331,0.5769105461218661
Morris,CMA,Problem10,450.0,0.9,1.366667,0.8888889,0.4444444,19.858360070881325,1.3138990861470379
Morris,CMA,Problem10,450.0,1.0,0.9444444,3.555556,0.5555556,20.23012567737451,0.42929158950854124
Morris,CMA,Problem10,450.0,1.0,1.788889,0.0,0.0,20.36935167358645,0.5401214511613743
Morris,CMA,Problem10,450.0,1.0,1.788889,2.222222,0.0,18.8321213303763,2.859350198960851
Morris,CMA,Problem10,560.0,0.1,0.7333333,2.666667,0.1111111,20.16239297830817,0.4641587269794279
Morris,CMA,Problem10,560.0,0.1,0.7333333,2.666667,0.6666667,20.18590741160548,0.5775838872031251
Morris,CMA,Problem10,560.0,0.2,0.5222222,0.0,0.7777778,20.305209609842507,0.6897952537817047
Morris,CMA,Problem10,560.0,0.3,0.1,1.777778,0.1111111,20.11743230486703,0.7150127421074111
Morris,CMA,Problem10,560.0,0.3,0.1,1.777778,0.6666667,20.10347642347539,0.8113059168277905
Morris,CMA,Problem10,560.0,0.3,0.1,4.0,0.6666667,20.12179358938989,0.7035939230094002
Morris,CMA,Problem10,560.0,0.3,1.155556,4.0,0.1111111,19.99799634073696,0.6280519325685783
Morris,CMA,Problem10,560.0,0.3,1.155556,4.0,0.6666667,20.046785905107235,0.367313264104325
Morris,CMA,Problem10,560.0,0.4,1.788889,2.222222,0.1111111,19.68379774815823,0.7720097093771076
Morris,CMA,Problem10,560.0,0.5,0.3111111,0.4444444,0.2222222,20.185143518147562,0.5534457571679448
Morris,CMA,Problem10,560.0,0.5,0.9444444,0.4444444,0.7777778,20.35458314221257,0.580753001937493
Morris,CMA,Problem10,560.0,0.5,0.9444444,2.666667,0.2222222,20.213647573919904,0.6526084932243491
Morris,CMA,Problem10,560.0,0.5,0.9444444,2.666667,0.7777778,20.207462744162584,0.5679487194000566
Morris,CMA,Problem10,560.0,0.5,1.366667,0.4444444,0.2222222,20.17370841839649,0.704258517071733
Morris,CMA,Problem10,560.0,0.5,1.366667,0.4444444,0.7777778,20.05880764831972,0.6770369215215531
Morris,CMA,Problem10,560.0,0.5,1.366667,2.222222,1.0,20.10252849969338,0.7330774156412139
Morris,CMA,Problem10,560.0,0.5,2.0,2.666667,0.2222222,19.95749063694464,0.7515310498168836
Morris,CMA,Problem10,560.0,0.6,0.7333333,2.666667,0.1111111,20.28829283133146,0.6943790281615843
