method,algo,problem,lambda,mu-lambda_ratio,sigma0,alpha_mu,rescale_sigma0,BestSol_mean,BestSol_std
SOBOL,CMA,Problem3,157.9201,0.7848505,1.07958,3.125645,0.973912,1422990.534843164,1127443.135068889
SOBOL,CMA,Problem3,16.3837,0.551787,1.54456,3.21211,0.131798,1114924.8631922281,1528989.9268192262
SOBOL,CMA,Problem3,16.3837,0.927015,1.54456,1.82436,0.131798,1305085.982445721,1334897.5863173893
SOBOL,CMA,Problem3,16.3837,0.927015,1.54456,3.21211,0.00327905,1158867.5093011032,1051507.617339918
SOBOL,CMA,Problem3,16.3837,0.927015,1.54456,3.21211,0.131798,1137165.0854903825,964589.5784664791
SOBOL,CMA,Problem3,16.3837,0.927015,1.71071,3.21211,0.131798,2396348.8622553265,2763497.964382791
SOBOL,CMA,Problem3,160.8015,0.1187655,0.5618745,2.08575,0.1849528,1069910.7585980925,1106185.708933031
SOBOL,CMA,Problem3,160.8015,0.4457066,1.420561,0.4199328,0.680371,1588160.8285733764,1667889.7859354464
SOBOL,CMA,Problem3,163.8991,0.3465348,0.4522427,1.010862,0.3010413,1700746.8287815945,1613998.2836080096
SOBOL,CMA,Problem3,163.8991,0.3465348,0.4522427,1.010862,0.8388567,1950078.4585106622,1850304.0071305735
SOBOL,CMA,Problem3,163.8991,0.3465348,0.4522427,1.411078,0.3010413,2865618.6019714326,3066849.5592743964
SOBOL,CMA,Problem3,163.8991,0.3465348,1.950878,1.010862,0.3010413,1224225.4108714978,1429898.2567540887
SOBOL,CMA,Problem3,163.8991,0.6586344,0.4522427,1.010862,0.3010413,2040734.0873741833,2187431.843514981
SOBOL,CMA,Problem3,169.378,0.5032174,1.630171,3.412142,0.717463,1642469.4700105079,1710294.713567268
SOBOL,CMA,Problem3,169.378,0.8995306,0.6833634,3.412142,0.717463,1978369.5432750338,1824561.2267382252
SOBOL,CMA,Problem3,169.378,0.8995306,1.630171,2.550107,0.717463,1987322.3852878844,2498295.5488033034
SOBOL,CMA,Problem3,169.378,0.8995306,1.630171,3.412142,0.55895,1963774.4342234293,1936603.261528568
SOBOL,CMA,Problem3,169.378,0.8995306,1.630171,3.412142,0.717463,1744892.3733598886,1889376.8260296646
SOBOL,CMA,Problem3,173.5822,0.6263922,1.321253,1.497648,0.3835643,1596684.3883243746,1743346.5911568527
SOBOL,CMA,Problem3,173.5822,0.9139736,1.572739,3.919367,0.5113351,1335107.9723169266,1446483.7941102006
SOBOL,CMA,Problem3,182.0952,0.1283379,1.84189,3.68556,0.4019327,1207065.6381988234,1256765.5650991662
SOBOL,CMA,Problem3,182.0952,0.1283379,1.867136,1.52965,0.4019327,1586357.16720542,1758078.6280375088
SOBOL,CMA,Problem3,182.0952,0.1283379,1.867136,3.68556,0.4019327,1886153.1181438884,3015760.719968131
SOBOL,CMA,Problem3,182.0952,0.1283379,1.867136,3.68556,0.9262861,1497048.090658663,1840535.1106171764
SOBOL,CMA,Problem3,182.0952,0.5780406,1.867136,3.68556,0.4019327,1505434.2306700335,1689290.4567163368
SOBOL,CMA,Problem3,184.7363,0.2632554,0.7298785,2.422259,0.4897401,1978129.6105636512,2504495.8530369475
SOBOL,CMA,Problem3,184.7363,0.3596408,0.7298785,2.422259,0.146782,935478.0023030336,802756.4766522021
SOBOL,CMA,Problem3,184.7363,0.3596408,0.7298785,2.422259,0.4897401,1769747.1364049052,1768386.1321424975
SOBOL,CMA,Problem3,184.7363,0.3596408,0.7298785,3.010665,0.4897401,1805029.7834711813,1759585.3021441502
SOBOL,CMA,Problem3,184.7363,0.3596408,1.773151,2.422259,0.4897401,1824573.4027746057,2302968.2588203927
SOBOL,CMA,Problem3,192.042,0.2267989,1.214065,2.004068,0.6234604,1485456.4978595811,1466335.006300815
SOBOL,CMA,Problem3,192.042,0.838403,0.1571196,1.34382,0.02176038,1358215.6629688898,1499958.3624672375
SOBOL,CMA,Problem3,197.6565,0.6874587,1.418608,3.110016,0.6155336,1618006.6196963391,1736937.1934925711
SOBOL,CMA,Problem3,197.6565,0.6874587,1.978254,0.2744622,0.6155336,1552585.6682497377,1937466.5097497897
SOBOL,CMA,Problem3,197.6565,0.6874587,1.978254,3.110016,0.02759668,1514624.229386729,1595013.662647487
SOBOL,CMA,Problem3,197.6565,0.6874587,1.978254,3.110016,0.6155336,1243090.6632977314,1807920.9687412675
SOBOL,CMA,Problem3,197.6565,0.8057915,1.978254,3.110016,0.6155336,1580588.0185142283,1259481.121006406
SOBOL,CMA,Problem3,201.9166,0.3280644,1.686915,2.476229,0.5862049,1723922.753842452,2222602.955909586
SOBOL,CMA,Problem3,201.9166,0.4337206,0.4025634,3.571063,0.6993727,1300690.7651954582,1913444.9986997673
SOBOL,CMA,Problem3,204.7764,0.2982565,0.7724351,2.062757,0.8543631,1357609.4647864928,1004737.7149482409
SOBOL,CMA,Problem3,204.7764,0.5109148,0.5344601,2.062757,0.8543631,1188951.8584351128,1024351.0079414363
SOBOL,CMA,Problem3,204.7764,0.5109148,0.7724351,2.062757,0.8040744,1663578.8011030492,1787711.9529708298
SOBOL,CMA,Problem3,204.7764,0.5109148,0.7724351,2.062757,0.8543631,1330655.7299933948,1404106.9594027302
SOBOL,CMA,Problem3,204.7764,0.5109148,0.7724351,2.334005,0.8543631,1382801.1576772442,1285344.000722507
SOBOL,CMA,Problem3,21.4568,0.176645,0.233291,2.11741,0.936287,1470104.519448696,1351925.5974407182
SOBOL,CMA,Problem3,21.4568,0.176645,0.54135,1.58111,0.936287,1157435.3020048288,1129210.3040343532
SOBOL,CMA,Problem3,21.4568,0.176645,0.54135,2.11741,0.872682,2033646.5669807156,2092683.2233950854
SOBOL,CMA,Problem3,21.4568,0.176645,0.54135,2.11741,0.936287,1619208.0558603678,1889520.696328495
SOBOL,CMA,Problem3,21.4568,0.817134,0.54135,2.11741,0.936287,1210664.4866870444,1352408.536032638
SOBOL,CMA,Problem3,212.6907,0.4299262,0.5807634,3.851011,0.2085085,1226438.134299662,1279773.0484789384
SOBOL,CMA,Problem3,212.6907,0.6408129,0.212421,2.561691,0.9649417,1289096.848799585,1776940.2756537932
SOBOL,CMA,Problem3,216.7409,0.5281818,1.769238,3.51663,0.1359808,1186084.735660556,1192318.8673768416
SOBOL,CMA,Problem3,216.7409,0.7086939,1.991492,2.816852,0.4340902,1343633.5619176622,1090195.1678839235
SOBOL,CMA,Problem3,221.3019,0.2813641,1.595812,3.381222,0.1882619,1088884.2691095853,855547.3104726592
SOBOL,CMA,Problem3,221.3019,0.9804515,1.256507,3.381222,0.1882619,1467084.6529252497,1433380.379958818
SOBOL,CMA,Problem3,221.3019,0.9804515,1.595812,2.620604,0.1882619,1781160.9793288284,1970558.6972530289
SOBOL,CMA,Problem3,221.3019,0.9804515,1.595812,3.381222,0.1882619,1678441.5023080388,1865094.3154871133
SOBOL,CMA,Problem3,221.3019,0.9804515,1.595812,3.381222,0.6631319,1715262.7873956678,1852809.5190548475
SOBOL,CMA,Problem3,223.9703,0.2199486,0.9481265,3.148308,0.07718388,1544754.8486736738,1715031.5292555569
SOBOL,CMA,Problem3,223.9703,0.2199486,1.200099,0.5237644,0.07718388,1496392.7906486525,1899338.7569293901
SOBOL,CMA,Problem3,223.9703,0.2199486,1.200099,3.148308,0.07718388,1493010.608536265,1307795.7621159495
SOBOL,CMA,Problem3,223.9703,0.2199486,1.200099,3.148308,0.6794292,1227401.6837344023,1404130.1100674241
SOBOL,CMA,Problem3,223.9703,0.3139476,1.200099,3.148308,0.07718388,1302631.700675446,1271355.3729386176
SOBOL,CMA,Problem3,231.2474,0.5705532,0.5153239,3.354389,0.7970023,1519535.7875670039,1519105.7256139973
SOBOL,CMA,Problem3,231.2474,0.5705532,1.311371,0.5104151,0.7970023,1410530.7282912496,1086634.9989409305
SOBOL,CMA,Problem3,231.2474,0.5705532,1.311371,3.354389,0.2211837,1753766.316935086,1634189.112820469
SOBOL,CMA,Problem3,231.2474,0.5705532,1.311371,3.354389,0.7970023,1622847.2038172497,1452184.3031403688
SOBOL,CMA,Problem3,231.2474,0.8584346,1.311371,3.354389,0.7970023,1218116.8317707286,1029630.1195604214
SOBOL,CMA,Problem3,233.4242,0.2131023,0.1179493,1.853363,0.9118586,975854.0238306901,945253.6423152434
SOBOL,CMA,Problem3,233.4242,0.7655666,0.1179493,0.4238751,0.9118586,1713132.1354092597,2583428.4828207996
SOBOL,CMA,Problem3,233.4242,0.7655666,0.1179493,1.853363,0.4479749,1237976.595967048,1735255.4219459912
SOBOL,CMA,Problem3,233.4242,0.7655666,0.1179493,1.853363,0.9118586,1664350.2894470782,1688726.7661207689
SOBOL,CMA,Problem3,233.4242,0.7655666,1.818921,1.853363,0.9118586,1514004.544477048,1338595.2378363204
SOBOL,CMA,Problem3,241.3758,0.108075,0.1859029,1.55761,0.9543944,1725803.9484225516,1568350.7926205755
SOBOL,CMA,Problem3,241.3758,0.108075,0.50651,0.8981021,0.9543944,1039154.2120135904,1012718.5026356481
SOBOL,CMA,Problem3,241.3758,0.108075,0.50651,1.55761,0.5980645,1065879.167756464,933755.4603899308
SOBOL,CMA,Problem3,241.3758,0.108075,0.50651,1.55761,0.9543944,1561717.481053886,1957534.5775734559
SOBOL,CMA,Problem3,241.3758,0.8816473,0.50651,1.55761,0.9543944,1612108.6040801187,1845068.13821685
SOBOL,CMA,Problem3,245.5792,0.4897595,1.07047,0.3363515,0.8752952,1060916.0516797244,849846.2464432985
SOBOL,CMA,Problem3,245.5792,0.8457538,0.5240546,3.591301,0.4132168,1300612.6626618314,1426663.2896193743
SOBOL,CMA,Problem3,25.3248,0.144326,0.666441,3.36583,0.986573,1764967.43278873,2258989.408193714
SOBOL,CMA,Problem3,25.3248,0.870036,1.67044,0.961967,0.869049,1493064.865299288,1429085.760262666
SOBOL,CMA,Problem3,251.8038,0.4607775,0.2647638,0.8742635,0.03661912,1113916.8044046296,960836.2976912952
SOBOL,CMA,Problem3,251.8038,0.4607775,0.2647638,0.8742635,0.9033664,1487264.5524796816,1950286.0426316613
SOBOL,CMA,Problem3,251.8038,0.4607775,0.2647638,2.215245,0.9033664,1413901.1534244246,1236189.4757958408
SOBOL,CMA,Problem3,251.8038,0.4607775,1.654307,0.8742635,0.9033664,1975311.9202805369,1934212.1937292758
SOBOL,CMA,Problem3,251.8038,0.9923255,0.2647638,0.8742635,0.9033664,1777408.762851198,1850822.567736069
SOBOL,CMA,Problem3,252.8531,0.4708224,1.036383,1.106949,0.6551521,2001165.0359653267,3122421.2314208527
SOBOL,CMA,Problem3,252.8531,0.5639306,0.224619,1.106949,0.6551521,1394283.216950917,1572240.4426955017
SOBOL,CMA,Problem3,252.8531,0.5639306,1.036383,1.106949,0.3142809,1550900.348400192,1621226.7696507503
SOBOL,CMA,Problem3,252.8531,0.5639306,1.036383,1.106949,0.6551521,1146130.6780866487,1157598.032657089
SOBOL,CMA,Problem3,252.8531,0.5639306,1.036383,2.393515,0.6551521,1277812.3125597138,1268294.4236616993
SOBOL,CMA,Problem3,260.2907,0.3734658,1.156797,2.733483,0.9916443,1444399.2551068035,2354804.7671057507
SOBOL,CMA,Problem3,260.2907,0.7166674,1.355244,0.1380073,0.3235379,1387613.2995460029,1390619.953415028
SOBOL,CMA,Problem3,266.0663,0.6937006,1.601233,0.9345553,0.2411192,1114152.051398725,804749.8659988868
SOBOL,CMA,Problem3,266.0663,0.7798731,1.601233,0.9345553,0.2411192,1586816.9240583898,1691381.7149892843
SOBOL,CMA,Problem3,266.0663,0.7798731,1.601233,0.9345553,0.5699418,1627284.4882931015,1810075.3373690078
SOBOL,CMA,Problem3,266.0663,0.7798731,1.601233,1.220437,0.2411192,1465012.6817447236,1165289.4065679377
SOBOL,CMA,Problem3,266.0663,0.7798731,1.679747,0.9345553,0.2411192,1876381.5245290953,1545272.4996584153
SOBOL,CMA,Problem3,270.5901,0.2982565,0.5344601,2.334005,0.8040744,1342725.3592584408,1039942.5643399577
SOBOL,CMA,Problem3,270.5901,0.5109148,0.7724351,2.062757,0.8543631,1335943.7823794961,1525996.5529665374
SOBOL,CMA,Problem3,276.3278,0.1461686,0.3316819,0.7996195,0.8101729,1152701.5259867844,1892097.486515915
SOBOL,CMA,Problem3,276.3278,0.1461686,1.269672,0.7996195,0.8101729,1463051.9094075658,1254578.2202194373
SOBOL,CMA,Problem3,276.3278,0.1461686,1.269672,0.7996195,0.9498901,1257954.628584537,1065708.7308031186
SOBOL,CMA,Problem3,276.3278,0.1461686,1.269672,1.058295,0.8101729,1866299.6189129988,2812585.1815487826
SOBOL,CMA,Problem3,276.3278,0.6389835,1.269672,0.7996195,0.8101729,1257430.90319069,1152925.5925142393
SOBOL,CMA,Problem3,278.6109,0.1187655,0.5618745,0.4199328,0.1849528,976687.2741558668,935515.8210577468
SOBOL,CMA,Problem3,278.6109,0.1187655,0.5618745,2.08575,0.1849528,1782564.636486714,2316520.693616311
SOBOL,CMA,Problem3,278.6109,0.1187655,0.5618745,2.08575,0.680371,1856304.0301739052,2586048.685579267
SOBOL,CMA,Problem3,278.6109,0.1187655,1.420561,2.08575,0.1849528,1820934.5482077762,1536741.9552318158
SOBOL,CMA,Problem3,278.6109,0.4457066,0.5618745,2.08575,0.1849528,1134935.6186696505,1141422.2476305023
SOBOL,CMA,Problem3,285.6611,0.7663354,0.6168146,0.4524873,0.3729472,1473781.7607619679,1551573.1276788472
SOBOL,CMA,Problem3,285.6611,0.9481863,0.6168146,0.4524873,0.3729472,1419583.0977301572,1318942.6934955176
SOBOL,CMA,Problem3,285.6611,0.9481863,0.6168146,0.4524873,0.705471,1987412.4226835414,2119894.2252678485
SOBOL,CMA,Problem3,285.6611,0.9481863,0.6168146,1.434887,0.3729472,1405432.204534975,1321969.3894511655
SOBOL,CMA,Problem3,285.6611,0.9481863,0.8935326,0.4524873,0.3729472,1737979.905089561,1845156.267775307
SOBOL,CMA,Problem3,289.4095,0.4666358,1.063419,2.137308,0.1990447,1163027.6856411218,1472610.0859592103
SOBOL,CMA,Problem3,289.4095,0.7794783,0.9362349,1.034291,0.4802977,1399243.1752100482,1601995.073702024
SOBOL,CMA,Problem3,294.719,0.3693372,0.2777793,3.428184,0.2307189,1583066.796493799,1943778.9073795953
SOBOL,CMA,Problem3,294.719,0.955398,1.643528,0.2079858,0.01488995,1003820.6240169081,848949.9783343067
SOBOL,CMA,Problem3,298.0234,0.3070124,1.209976,2.660054,0.6862861,1680909.2954557205,1350721.9406660448
SOBOL,CMA,Problem3,298.0234,0.6169173,0.2030821,2.660054,0.6862861,1521983.0468031878,1912519.8640197052
SOBOL,CMA,Problem3,298.0234,0.6169173,1.209976,2.599925,0.6862861,1431123.661838371,1680110.2465038102
SOBOL,CMA,Problem3,298.0234,0.6169173,1.209976,2.660054,0.2636124,1464281.7816483774,1284500.0389727564
SOBOL,CMA,Problem3,298.0234,0.6169173,1.209976,2.660054,0.6862861,1448793.0026105307,1727244.1078026746
SOBOL,CMA,Problem3,302.6597,0.3914773,0.1052797,1.933193,0.8160174,1338197.969014739,1383883.4907069148
SOBOL,CMA,Problem3,302.6597,0.3914773,0.1052797,1.933193,0.9057646,1529015.1436035351,1735995.3814130127
SOBOL,CMA,Problem3,302.6597,0.3914773,0.1052797,3.098977,0.8160174,1756376.8224578628,1939318.9394820556
SOBOL,CMA,Problem3,302.6597,0.3914773,0.9752225,1.933193,0.8160174,1168181.7382283846,1223589.606098223
SOBOL,CMA,Problem3,302.6597,0.5232084,0.1052797,1.933193,0.8160174,1379368.7651956885,1128708.3255236393
SOBOL,CMA,Problem3,310.5061,0.2029709,1.097208,0.9079218,0.7855908,1669000.210104215,1718844.5211546991
SOBOL,CMA,Problem3,310.5061,0.2029709,1.097208,2.925113,0.7855908,1366885.6740233374,1584016.857175254
SOBOL,CMA,Problem3,310.5061,0.2029709,1.097208,2.925113,0.8937139,1585973.2082959118,2138568.480469452
SOBOL,CMA,Problem3,310.5061,0.2029709,1.971131,2.925113,0.7855908,1524520.4187034166,1142913.425219198
SOBOL,CMA,Problem3,310.5061,0.3364996,1.097208,2.925113,0.7855908,1494078.5698159216,1624696.6822527535
SOBOL,CMA,Problem3,314.2465,0.2813641,1.256507,2.620604,0.6631319,1338549.9753262056,1861909.111886509
SOBOL,CMA,Problem3,314.2465,0.9804515,1.595812,3.381222,0.1882619,1958624.9929647245,2033346.6819935846
SOBOL,CMA,Problem3,32.8701,0.196129,0.42939,1.08443,0.167255,1651646.6251639288,1650048.832801978
SOBOL,CMA,Problem3,32.8701,0.954934,0.42939,1.08443,0.167255,898733.2256062035,603350.7028436696
SOBOL,CMA,Problem3,32.8701,0.954934,0.42939,1.08443,0.712914,1714959.449716575,2007308.3682984172
SOBOL,CMA,Problem3,32.8701,0.954934,0.42939,3.8324,0.167255,1464671.723095529,1650848.3624397218
SOBOL,CMA,Problem3,32.8701,0.954934,1.16689,1.08443,0.167255,1956722.0709547163,2147236.166932623
SOBOL,CMA,Problem3,320.7312,0.3808564,1.138874,3.522454,0.2371649,969488.6414793368,1042477.3402990128
SOBOL,CMA,Problem3,320.7312,0.5191281,1.138874,0.4844501,0.2371649,1619702.9355014241,1523287.2682011703
SOBOL,CMA,Problem3,320.7312,0.5191281,1.138874,3.522454,0.2371649,816750.6554938164,770763.0469600866
SOBOL,CMA,Problem3,320.7312,0.5191281,1.138874,3.522454,0.4054765,2087453.4425741457,2640610.455620165
SOBOL,CMA,Problem3,320.7312,0.5191281,1.755549,3.522454,0.2371649,1099350.935570257,953440.1125688438
SOBOL,CMA,Problem3,323.5339,0.5610846,1.926949,1.134815,0.3670946,1845721.6344691764,2570383.084175536
SOBOL,CMA,Problem3,323.5339,0.9765883,1.877387,2.787415,0.1290711,1419932.8205997918,1102653.2620482699
SOBOL,CMA,Problem3,328.5013,0.1461686,1.269672,0.7996195,0.8101729,1421031.7892216651,1392376.599231142
SOBOL,CMA,Problem3,328.5013,0.6389835,0.3316819,1.058295,0.9498901,1011940.931510726,1454266.3594797584
SOBOL,CMA,Problem3,334.6809,0.7711177,1.482844,2.649294,0.2189879,1796513.4517585633,1459340.259079473
SOBOL,CMA,Problem3,334.6809,0.9432599,1.85965,0.241128,0.3052498,1881923.4061511355,2081990.4324812952
SOBOL,CMA,Problem3,340.8027,0.5973859,0.3433241,1.628855,0.8436551,1706565.0273167312,2322824.550345131
SOBOL,CMA,Problem3,340.8027,0.9384701,1.0247,2.277104,0.4786614,1471084.7167307953,1782752.696577001
SOBOL,CMA,Problem3,342.1068,0.2950303,1.369944,2.871304,0.4292569,1284456.4270225938,1286829.8750760565
SOBOL,CMA,Problem3,342.1068,0.4023044,1.435252,2.760949,0.6275409,1466635.808272072,1701410.4667199727
SOBOL,CMA,Problem3,349.542,0.5156476,0.1785854,0.04767526,0.416992,1993328.9287263835,2139721.528009183
SOBOL,CMA,Problem3,349.542,0.5156476,0.1785854,0.04767526,0.6344019,2525406.899435705,2691381.721247415
SOBOL,CMA,Problem3,349.542,0.5156476,0.1785854,0.807865,0.6344019,1117885.2939659893,882856.3934517576
SOBOL,CMA,Problem3,349.542,0.5156476,1.919376,0.04767526,0.6344019,1539517.080816926,1253406.3974824622
SOBOL,CMA,Problem3,349.542,0.9086738,0.1785854,0.04767526,0.6344019,2368740.5051187547,3770349.3672086517
SOBOL,CMA,Problem3,353.018,0.183472,1.821929,1.202582,0.2464895,2416192.8552751825,2861656.2011722843
SOBOL,CMA,Problem3,353.018,0.6959702,0.3172176,1.518078,0.2565098,1839543.4014728034,1864667.1609014543
SOBOL,CMA,Problem3,361.1883,0.5372662,0.2457877,3.190348,0.9805209,1441024.1079450778,1412532.3531785652
SOBOL,CMA,Problem3,361.1883,0.5372662,0.2457877,3.787829,0.6096756,2065048.2624908036,1978843.4558512198
SOBOL,CMA,Problem3,361.1883,0.5372662,0.2457877,3.787829,0.9805209,1694873.4985191273,1426468.8463031137
SOBOL,CMA,Problem3,361.1883,0.5372662,1.052681,3.787829,0.9805209,1554050.1531672885,2013527.9728684153
SOBOL,CMA,Problem3,361.1883,0.7525587,0.2457877,3.787829,0.9805209,1194887.025048922,1145504.0611782058
SOBOL,CMA,Problem3,361.5187,0.5943645,1.405398,1.254877,0.0530257,1697707.9878123552,2237789.921391163
SOBOL,CMA,Problem3,361.5187,0.5943645,1.405398,1.254877,0.7268819,1809254.7171932908,2265107.2361826547
SOBOL,CMA,Problem3,361.5187,0.5943645,1.405398,1.382696,0.7268819,1028053.8138530572,1152279.2204999726
SOBOL,CMA,Problem3,361.5187,0.5943645,1.729432,1.254877,0.7268819,1576289.5295701611,1836679.7147527304
SOBOL,CMA,Problem3,361.5187,0.8850214,1.405398,1.254877,0.7268819,1783913.5934936893,1767293.3864574612
SOBOL,CMA,Problem3,367.0909,0.3968368,0.6316843,0.3801557,0.1088956,2026240.2443424412,2686907.5390668353
SOBOL,CMA,Problem3,367.0909,0.3968368,0.6316843,3.939827,0.1088956,944750.2513113641,923588.5498673348
SOBOL,CMA,Problem3,367.0909,0.3968368,0.6316843,3.939827,0.7517646,1816740.8233109743,1889971.4571763934
SOBOL,CMA,Problem3,367.0909,0.3968368,1.152388,3.939827,0.1088956,1525664.0740030555,1403332.168020899
SOBOL,CMA,Problem3,367.0909,0.9862196,0.6316843,3.939827,0.1088956,1986472.0928689593,1936351.1094311066
SOBOL,CMA,Problem3,37.23,0.162372,1.72345,3.30136,0.471975,1543607.3265982892,1739915.0313731127
SOBOL,CMA,Problem3,37.23,0.628197,1.72345,1.47825,0.471975,1604458.7444044254,1647697.2696182162
SOBOL,CMA,Problem3,37.23,0.628197,1.72345,3.30136,0.471975,1867239.2015492027,1908256.9954770205
SOBOL,CMA,Problem3,37.23,0.628197,1.72345,3.30136,0.741845,1538766.3415265274,1803474.486995183
SOBOL,CMA,Problem3,37.23,0.628197,1.95821,3.30136,0.471975,1694092.7299717234,2842651.9901610776
SOBOL,CMA,Problem3,372.8055,0.2896884,1.441908,0.7094493,0.7605842,1571204.9513868568,1692694.7115886868
SOBOL,CMA,Problem3,372.8055,0.8505244,1.901408,0.184114,0.3995408,1331236.8618550817,1726023.4424374376
SOBOL,CMA,Problem3,377.5268,0.6874587,1.978254,3.110016,0.6155336,1419089.7298325812,1586745.9181782457
SOBOL,CMA,Problem3,377.5268,0.8057915,1.418608,0.2744622,0.02759668,1541719.8889879705,1580413.841628111
SOBOL,CMA,Problem3,382.6024,0.9166577,0.8559236,2.740937,0.3481797,2324381.528515485,2429669.369079482
SOBOL,CMA,Problem3,382.6024,0.9622031,0.3610924,2.740937,0.3481797,1209184.9211352773,1474052.9353443603
SOBOL,CMA,Problem3,382.6024,0.9622031,0.8559236,2.050185,0.3481797,1650203.514635886,1965502.8266651689
SOBOL,CMA,Problem3,382.6024,0.9622031,0.8559236,2.740937,0.3302859,1867755.478409515,2016121.2502210722
SOBOL,CMA,Problem3,382.6024,0.9622031,0.8559236,2.740937,0.3481797,2329513.9140031305,2077776.8304909128
SOBOL,CMA,Problem3,387.3054,0.168241,1.266547,2.491875,0.8995444,1373755.654240331,1164674.8246842248
SOBOL,CMA,Problem3,387.3054,0.168241,1.302192,0.08897809,0.8995444,1219184.7794061676,1322522.7404995556
SOBOL,CMA,Problem3,387.3054,0.168241,1.302192,2.491875,0.8995444,1452689.4997720334,1476850.8733162924
SOBOL,CMA,Problem3,387.3054,0.168241,1.302192,2.491875,0.9677873,1430439.206432772,1605810.1611606432
SOBOL,CMA,Problem3,387.3054,0.5493228,1.302192,2.491875,0.8995444,1142281.8369889597,1194411.2304508593
SOBOL,CMA,Problem3,393.1815,0.1283379,1.867136,3.68556,0.4019327,1617903.9116422331,2333175.5005386793
SOBOL,CMA,Problem3,393.1815,0.5780406,1.84189,1.52965,0.9262861,1305209.8724247084,1299136.0216213972
SOBOL,CMA,Problem3,398.8358,0.4257606,1.751218,0.6356682,0.6005934,1229117.2079825709,1314893.782072582
SOBOL,CMA,Problem3,398.8358,0.7447657,0.1682908,0.6356682,0.6005934,1572783.2859058671,1602213.6161691232
SOBOL,CMA,Problem3,398.8358,0.7447657,1.751218,0.5911802,0.6005934,1360949.941214265,1188980.475305817
SOBOL,CMA,Problem3,398.8358,0.7447657,1.751218,0.6356682,0.6005934,1754125.6159461052,2347536.8555498575
SOBOL,CMA,Problem3,398.8358,0.7447657,1.751218,0.6356682,0.6120411,1465736.8049896571,1354035.81756316
SOBOL,CMA,Problem3,402.4054,0.1349685,0.4193885,1.193021,0.08004111,795187.2401714468,1015149.4579374355
SOBOL,CMA,Problem3,402.4054,0.9647419,1.334292,3.889569,0.190521,1511863.2276537637,1671331.4978259956
SOBOL,CMA,Problem3,407.0662,0.2750229,0.4111236,3.672865,0.1788039,1266950.7468168617,1033614.4184068133
SOBOL,CMA,Problem3,407.0662,0.2750229,0.4940148,1.880605,0.1788039,1584560.9245947332,2267247.5118907145
SOBOL,CMA,Problem3,407.0662,0.2750229,0.4940148,3.672865,0.1788039,1453820.2691094803,1500882.2097666985
SOBOL,CMA,Problem3,407.0662,0.2750229,0.4940148,3.672865,0.8896988,1563737.1064538562,2270656.317084914
SOBOL,CMA,Problem3,407.0662,0.454861,0.4940148,3.672865,0.1788039,1814385.134346002,2594892.328467208
SOBOL,CMA,Problem3,412.5551,0.493567,0.6072753,3.164702,0.465553,1352575.5577446918,1645731.2073733276
SOBOL,CMA,Problem3,412.5551,0.493567,0.6072753,3.164702,0.858417,986383.8347657586,839844.7203293331
SOBOL,CMA,Problem3,412.5551,0.493567,0.6072753,3.240956,0.858417,2136599.156462381,2037282.97752009
SOBOL,CMA,Problem3,412.5551,0.493567,1.124315,3.164702,0.858417,1086699.380364857,923573.1029788227
SOBOL,CMA,Problem3,412.5551,0.7394409,0.6072753,3.164702,0.858417,1365066.3584038727,1438540.7702393197
SOBOL,CMA,Problem3,416.0332,0.5943645,1.405398,1.254877,0.7268819,1131167.0170797533,1449212.706462479
SOBOL,CMA,Problem3,416.0332,0.8850214,1.729432,1.382696,0.0530257,1695269.2942392654,1606024.5770693056
SOBOL,CMA,Problem3,42.4199,0.470822,0.224619,2.39351,0.314281,1317638.9342265977,1080699.7598073375
SOBOL,CMA,Problem3,42.4199,0.563931,1.03638,1.10695,0.655152,1318019.4855964382,1332776.1471919694
SOBOL,CMA,Problem3,421.4881,0.1349685,0.4193885,1.193021,0.08004111,1861073.135684222,1656419.9121476067
SOBOL,CMA,Problem3,421.4881,0.1349685,0.4193885,1.193021,0.190521,1540300.0840483645,1567950.9192046372
SOBOL,CMA,Problem3,421.4881,0.1349685,0.4193885,3.889569,0.08004111,1402917.0026611418,1422519.7086910545
SOBOL,CMA,Problem3,421.4881,0.1349685,1.334292,1.193021,0.08004111,1557144.8812616824,1574332.7847616964
SOBOL,CMA,Problem3,421.4881,0.9647419,0.4193885,1.193021,0.08004111,1361611.6386029734,1530585.160607906
SOBOL,CMA,Problem3,429.9554,0.4379301,0.8674117,0.9913926,0.7206558,2220206.5029776623,2170439.0460896944
SOBOL,CMA,Problem3,429.9554,0.8326205,0.8674117,0.9913926,0.2002405,2198328.836423847,2227049.2987115947
SOBOL,CMA,Problem3,429.9554,0.8326205,0.8674117,0.9913926,0.7206558,1271911.4818866884,1561606.6387363297
SOBOL,CMA,Problem3,429.9554,0.8326205,0.8674117,3.642634,0.7206558,1302336.8916907208,1416839.993367894
SOBOL,CMA,Problem3,429.9554,0.8326205,0.8733716,0.9913926,0.7206558,1329377.4248532434,1567157.9344815854
SOBOL,CMA,Problem3,432.0806,0.2088238,0.8826737,1.06387,0.7702922,1417212.644775569,1617432.6066368585
SOBOL,CMA,Problem3,432.0806,0.2577423,1.523545,1.877883,0.9323399,1874441.3690807482,2474294.551801882
SOBOL,CMA,Problem3,439.2945,0.4175532,1.393657,2.306374,0.7761733,2041297.338121846,2815614.0260729
