method,algo,problem,lambda,mu-lambda_ratio,sigma0,alpha_mu,rescale_sigma0,BestSol_mean,BestSol_std
Morris,CMA,Problem5,208.0,0.82,0.86,1.6,0.6,480526678.4886868,128736369.27111667
Morris,CMA,Problem5,208.0,0.82,0.86,4.0,0.0,492845640.0309368,131222955.6415655
Morris,CMA,Problem5,208.0,0.82,2.0,1.6,0.6,475820200.43351525,88454572.35273638
Morris,CMA,Problem5,406.0,0.1,0.86,0.8,0.2,440168126.88595206,107632493.31397003
Morris,CMA,Problem5,406.0,0.1,1.24,3.2,0.6,455417749.70110136,124102855.23742008
Morris,CMA,Problem5,406.0,0.64,0.86,0.8,0.2,476476317.0947253,101060263.43572025
Morris,CMA,Problem5,406.0,0.64,1.24,3.2,0.6,464219998.3557632,107884094.58061787
Morris,CMA,Problem5,406.0,1.0,1.24,1.6,0.0,504796649.34828216,128749713.65999138
Morris,CMA,Problem5,406.0,1.0,1.24,4.0,0.0,485520982.56459844,116003051.08886851
Morris,CMA,Problem5,406.0,1.0,1.24,4.0,0.6,467017253.0088836,127402217.03054985
Morris,CMA,Problem5,604.0,0.64,0.1,2.4,0.0,492032568.73075706,93926928.5587649
Morris,CMA,Problem5,604.0,0.64,0.1,2.4,0.6,471830037.7079231,101704487.55347458
Morris,CMA,Problem5,604.0,0.64,1.24,0.0,0.0,469386169.4852127,118945871.55578928
Morris,CMA,Problem5,604.0,0.64,1.24,2.4,0.0,472710691.7536186,124450998.56279394
Morris,CMA,Problem5,604.0,1.0,0.48,1.6,0.4,478740518.75056916,117646306.33843395
Morris,CMA,Problem5,604.0,1.0,1.62,1.6,0.8,451829971.9886352,111787639.23385797
Morris,CMA,Problem5,802.0,0.1,0.1,0.0,0.4,451798772.15566915,105226335.47076856
Morris,CMA,Problem5,802.0,0.1,1.24,0.0,0.4,464177733.3347563,123257648.1198391
Morris,CMA,Problem5,802.0,0.1,1.24,2.4,0.4,515617202.24300957,116959945.9028027
Morris,CMA,Problem5,802.0,0.1,1.24,2.4,1.0,438425113.66976815,112588962.44292325
Morris,CMA,Problem5,802.0,0.28,0.86,0.8,0.6,465745436.5345234,129829808.05661744
Morris,CMA,Problem5,802.0,0.28,2.0,0.8,0.6,446674398.63609874,128052037.39961402
Morris,CMA,Problem5,802.0,0.28,2.0,3.2,0.6,474654364.6794523,111446581.29034157
Morris,CMA,Problem5,802.0,0.64,0.1,0.0,0.4,496134039.26403517,104061360.73730657
Morris,CMA,Problem5,802.0,0.82,0.86,0.8,0.6,489090538.4702217,114955710.97250342
Morris,CMA,Problem5,802.0,0.82,0.86,1.6,0.6,471716687.77042943,109763408.46878089
Morris,CMA,Problem5,802.0,0.82,0.86,4.0,0.0,474646767.06544036,127163188.76894723
Morris,CMA,Problem5,802.0,0.82,0.86,4.0,0.6,499934671.58829623,127880532.85954455
Morris,CMA,Problem5,802.0,0.82,2.0,1.6,0.6,462617468.0810717,95310770.3373064
Morris,CMA,Problem5,802.0,0.82,2.0,4.0,0.0,465559514.5262085,99934392.62603429
Morris,CMA,Problem6,10.0,0.1,0.1,2.4,0.6,101836.0,18162.823679152974
Morris,CMA,Problem6,10.0,0.46,0.48,1.6,0.4,101680.0,13008.563908653301
Morris,CMA,Problem6,10.0,0.46,0.48,4.0,0.2,97881.73333333334,14654.428651395814
Morris,CMA,Problem6,10.0,0.46,0.48,4.0,0.4,101085.43333333333,18951.847633853053
Morris,CMA,Problem6,10.0,0.46,1.62,4.0,0.4,97256.6,19045.544818163893
Morris,CMA,Problem6,10.0,0.46,1.62,4.0,1.0,100106.83333333333,14430.878227590316
Morris,CMA,Problem6,10.0,0.64,0.1,2.4,0.6,99161.6,18206.11209722031
Morris,CMA,Problem6,10.0,1.0,0.48,1.6,0.2,97861.46666666666,11117.984187585549
Morris,CMA,Problem6,10.0,1.0,0.48,1.6,0.4,98017.13333333333,14029.169613721788
Morris,CMA,Problem6,10.0,1.0,0.48,1.6,0.8,89650.7,13947.671421399
Morris,CMA,Problem6,10.0,1.0,0.48,4.0,0.2,99270.36666666667,16492.411802638697
Morris,CMA,Problem6,10.0,1.0,1.62,1.6,0.8,103829.23333333334,18552.323566127747
Morris,CMA,Problem6,1000.0,0.1,0.1,0.8,0.0,97709.93333333333,16293.953987511024
Morris,CMA,Problem6,1000.0,0.1,0.1,0.8,0.6,104392.56666666667,16599.56132300164
Morris,CMA,Problem6,1000.0,0.1,0.1,3.2,0.6,100677.1,12855.722193933181
Morris,CMA,Problem6,1000.0,0.1,0.86,0.8,0.2,100330.4,16604.01705778371
Morris,CMA,Problem6,1000.0,0.1,1.24,3.2,0.6,102493.73333333334,13729.57441622189
Morris,CMA,Problem6,1000.0,0.1,2.0,0.8,0.2,97209.26666666666,16516.05189094439
Morris,CMA,Problem6,1000.0,0.1,2.0,3.2,0.2,101331.1,17022.842842425907
Morris,CMA,Problem6,1000.0,0.1,2.0,3.2,0.8,99390.33333333333,15823.614782394357
Morris,CMA,Problem6,1000.0,0.46,0.1,4.0,0.6,100299.06666666667,14046.129264169083
Morris,CMA,Problem6,1000.0,1.0,0.1,4.0,0.6,98817.33333333333,13536.813166792386
Morris,CMA,Problem6,1000.0,1.0,1.24,4.0,0.6,95234.83333333333,19018.916374880893
Morris,CMA,Problem6,208.0,0.1,1.24,2.4,1.0,101330.96666666666,18345.592966015374
Morris,CMA,Problem6,208.0,0.28,0.86,1.6,0.6,98479.06666666667,19839.50161347972
Morris,CMA,Problem6,208.0,0.28,2.0,1.6,0.6,101171.96666666666,15824.304465803127
Morris,CMA,Problem6,208.0,0.28,2.0,3.2,0.0,103209.8,16183.438755673056
Morris,CMA,Problem6,208.0,0.28,2.0,3.2,0.6,99115.26666666666,16369.753036565975
Morris,CMA,Problem6,208.0,0.82,0.86,1.6,0.0,99472.6,14895.43786579613
Morris,CMA,Problem6,208.0,0.82,0.86,1.6,0.6,100274.96666666666,16712.00861343131
Morris,CMA,Problem6,208.0,0.82,0.86,4.0,0.0,100490.96666666666,14189.15535743658
Morris,CMA,Problem6,208.0,0.82,2.0,1.6,0.6,99476.66666666667,18247.804425952625
Morris,CMA,Problem6,406.0,0.1,0.86,0.8,0.2,99197.26666666666,16710.895462775658
Morris,CMA,Problem6,406.0,0.1,1.24,3.2,0.6,100390.5,10517.957752962475
Morris,CMA,Problem6,406.0,0.64,0.86,0.8,0.2,97222.5,15566.790515333463
Morris,CMA,Problem6,406.0,0.64,1.24,3.2,0.6,98287.83333333333,19402.390112424622
Morris,CMA,Problem6,406.0,1.0,1.24,1.6,0.0,101344.8,14573.673906432598
Morris,CMA,Problem6,406.0,1.0,1.24,4.0,0.0,99675.4,16119.312924092876
Morris,CMA,Problem6,406.0,1.0,1.24,4.0,0.6,100124.96666666666,19901.24055478804
Morris,CMA,Problem6,604.0,0.64,0.1,2.4,0.0,97130.5,16259.273614325986
Morris,CMA,Problem6,604.0,0.64,0.1,2.4,0.6,98783.33333333333,19457.330167943594
Morris,CMA,Problem6,604.0,0.64,1.24,0.0,0.0,100187.43333333333,17686.903613307695
Morris,CMA,Problem6,604.0,0.64,1.24,2.4,0.0,100820.76666666666,14350.560353551338
Morris,CMA,Problem6,604.0,1.0,0.48,1.6,0.4,100936.7,14764.026656498327
Morris,CMA,Problem6,604.0,1.0,1.62,1.6,0.8,100429.2,14674.543692371166
Morris,CMA,Problem6,802.0,0.1,0.1,0.0,0.4,100263.96666666666,14614.808183490808
Morris,CMA,Problem6,802.0,0.1,1.24,0.0,0.4,101464.4,15437.210426936506
Morris,CMA,Problem6,802.0,0.1,1.24,2.4,0.4,98988.93333333333,15014.277170777137
Morris,CMA,Problem6,802.0,0.1,1.24,2.4,1.0,97715.2,14835.273930039524
Morris,CMA,Problem6,802.0,0.28,0.86,0.8,0.6,103046.96666666666,14448.176101294688
Morris,CMA,Problem6,802.0,0.28,2.0,0.8,0.6,103029.0,18372.08507867115
Morris,CMA,Problem6,802.0,0.28,2.0,3.2,0.6,100014.06666666667,15626.17057007434
Morris,CMA,Problem6,802.0,0.64,0.1,0.0,0.4,103471.16666666667,17251.686824238644
Morris,CMA,Problem6,802.0,0.82,0.86,0.8,0.6,101484.56666666667,14488.99093529251
Morris,CMA,Problem6,802.0,0.82,0.86,1.6,0.6,98208.5,16090.258420911832
Morris,CMA,Problem6,802.0,0.82,0.86,4.0,0.0,96104.53333333334,13071.180863029284
Morris,CMA,Problem6,802.0,0.82,0.86,4.0,0.6,98767.83333333333,15359.745741617158
Morris,CMA,Problem6,802.0,0.82,2.0,1.6,0.6,98803.5,14714.307547535096
Morris,CMA,Problem6,802.0,0.82,2.0,4.0,0.0,94760.2,20202.009122344993
Morris,CMA,Problem7,10.0,0.1,0.1,2.4,0.6,6.564176956946426,100.59555866400545
Morris,CMA,Problem7,10.0,0.46,0.48,1.6,0.4,-28.362680384546955,88.37424365742558
Morris,CMA,Problem7,10.0,0.46,0.48,4.0,0.2,-32.70170323389294,91.08760313806407
Morris,CMA,Problem7,10.0,0.46,0.48,4.0,0.4,-19.097841422263006,104.87786800155463
Morris,CMA,Problem7,10.0,0.46,1.62,4.0,0.4,-19.09521392327048,124.57612582468775
Morris,CMA,Problem7,10.0,0.46,1.62,4.0,1.0,-22.28680127839902,106.67050267136472
Morris,CMA,Problem7,10.0,0.64,0.1,2.4,0.6,7.813959318794899,57.56877476366763
Morris,CMA,Problem7,10.0,1.0,0.48,1.6,0.2,-9.080256998768824,88.0312249824557
Morris,CMA,Problem7,10.0,1.0,0.48,1.6,0.4,23.509718803265567,76.75536429371734
Morris,CMA,Problem7,10.0,1.0,0.48,1.6,0.8,-12.272606356190751,100.89234500182255
Morris,CMA,Problem7,10.0,1.0,0.48,4.0,0.2,8.507444069712518,83.26786019535332
Morris,CMA,Problem7,10.0,1.0,1.62,1.6,0.8,-17.401728840061594,127.66587179438629
Morris,CMA,Problem7,1000.0,0.1,0.1,0.8,0.0,2.71583243165769,70.73396893789078
Morris,CMA,Problem7,1000.0,0.1,0.1,0.8,0.6,23.964648382413966,87.39593860257854
Morris,CMA,Problem7,1000.0,0.1,0.1,3.2,0.6,8.81149241964777,75.31049992362485
Morris,CMA,Problem7,1000.0,0.1,0.86,0.8,0.2,-5.833168947537243,87.56104248975196
Morris,CMA,Problem7,1000.0,0.1,1.24,3.2,0.6,23.14398201144198,86.24786550530305
Morris,CMA,Problem7,1000.0,0.1,2.0,0.8,0.2,-2.4405982556417003,91.46696263258198
Morris,CMA,Problem7,1000.0,0.1,2.0,3.2,0.2,-12.863256554481909,90.60386581198432
Morris,CMA,Problem7,1000.0,0.1,2.0,3.2,0.8,5.236693735533235,103.98757361121048
Morris,CMA,Problem7,1000.0,0.46,0.1,4.0,0.6,-3.2500493967983184,77.8319145567469
Morris,CMA,Problem7,1000.0,1.0,0.1,4.0,0.6,25.493705138582605,52.13350371363046
Morris,CMA,Problem7,1000.0,1.0,1.24,4.0,0.6,-6.2279531618265525,105.14173471079688
Morris,CMA,Problem7,208.0,0.1,1.24,2.4,1.0,0.9835900616512295,82.24110614727401
Morris,CMA,Problem7,208.0,0.28,0.86,1.6,0.6,15.20517579206429,83.74578895264675
Morris,CMA,Problem7,208.0,0.28,2.0,1.6,0.6,12.710320437695755,104.55044770927879
Morris,CMA,Problem7,208.0,0.28,2.0,3.2,0.0,-4.573783571802248,95.50366468498144
Morris,CMA,Problem7,208.0,0.28,2.0,3.2,0.6,-22.779881084441566,82.89539200780418
Morris,CMA,Problem7,208.0,0.82,0.86,1.6,0.0,-15.77525019775234,67.51213136753547
Morris,CMA,Problem7,208.0,0.82,0.86,1.6,0.6,1.7228170723958984,69.99693801746929
Morris,CMA,Problem7,208.0,0.82,0.86,4.0,0.0,1.4876611502870551,64.38666903578888
Morris,CMA,Problem7,208.0,0.82,2.0,1.6,0.6,-7.85376413522633,93.73086700899816
Morris,CMA,Problem7,406.0,0.1,0.86,0.8,0.2,17.265302217418185,88.75351389519481
Morris,CMA,Problem7,406.0,0.1,1.24,3.2,0.6,1.008092442173565,79.37648116301813
Morris,CMA,Problem7,406.0,0.64,0.86,0.8,0.2,10.174358198243612,75.30636448627453
Morris,CMA,Problem7,406.0,0.64,1.24,3.2,0.6,20.167910824464766,67.38731895078547
Morris,CMA,Problem7,406.0,1.0,1.24,1.6,0.0,13.523332657781873,76.48904458117842
Morris,CMA,Problem7,406.0,1.0,1.24,4.0,0.0,0.9106756627672171,97.84647204932133
Morris,CMA,Problem7,406.0,1.0,1.24,4.0,0.6,-12.80265466474987,84.31814868392144
Morris,CMA,Problem7,604.0,0.64,0.1,2.4,0.0,-16.230227448139225,82.75198357064669
Morris,CMA,Problem7,604.0,0.64,0.1,2.4,0.6,8.188735354024535,67.55162048755871
Morris,CMA,Problem7,604.0,0.64,1.24,0.0,0.0,-6.475750071488331,68.10310636618817
Morris,CMA,Problem7,604.0,0.64,1.24,2.4,0.0,12.058004180971974,65.86598260234098
Morris,CMA,Problem7,604.0,1.0,0.48,1.6,0.4,-15.219188948706286,86.97229328986833
Morris,CMA,Problem7,604.0,1.0,1.62,1.6,0.8,-2.621946229974125,75.80791782863099
Morris,CMA,Problem7,802.0,0.1,0.1,0.0,0.4,-12.389459577211403,65.80056258247657
Morris,CMA,Problem7,802.0,0.1,1.24,0.0,0.4,1.9134312229784132,91.15369700130331
Morris,CMA,Problem7,802.0,0.1,1.24,2.4,0.4,3.1802534562657643,87.93009162236599
Morris,CMA,Problem7,802.0,0.1,1.24,2.4,1.0,-10.209328741497153,74.97281552490796
Morris,CMA,Problem7,802.0,0.28,0.86,0.8,0.6,6.622489512677881,92.70854607726211
Morris,CMA,Problem7,802.0,0.28,2.0,0.8,0.6,-8.386307602169785,116.53565531081085
Morris,CMA,Problem7,802.0,0.28,2.0,3.2,0.6,5.638493476773122,100.40402104101835
Morris,CMA,Problem7,802.0,0.64,0.1,0.0,0.4,0.501849798142645,80.15753067315892
Morris,CMA,Problem7,802.0,0.82,0.86,0.8,0.6,-3.8273093576398094,84.53429775924754
Morris,CMA,Problem7,802.0,0.82,0.86,1.6,0.6,-0.6681429136534996,87.10133132911785
Morris,CMA,Problem7,802.0,0.82,0.86,4.0,0.0,-8.720629503141367,74.88941105702871
Morris,CMA,Problem7,802.0,0.82,0.86,4.0,0.6,6.438716073645617,78.086663476318
Morris,CMA,Problem7,802.0,0.82,2.0,1.6,0.6,-2.7205031867701726,99.51715300232036
Morris,CMA,Problem7,802.0,0.82,2.0,4.0,0.0,-3.911219523685598,82.42984059780446
Morris,CMA,Problem8,10.0,0.1,0.1,2.4,0.6,109.38241008391415,1151.6544725235494
Morris,CMA,Problem8,10.0,0.46,0.48,1.6,0.4,14.066092364170906,884.8302437719852
Morris,CMA,Problem8,10.0,0.46,0.48,4.0,0.2,106.94330610337077,905.0781141425152
Morris,CMA,Problem8,10.0,0.46,0.48,4.0,0.4,230.11473938113593,1441.2282533457912
Morris,CMA,Problem8,10.0,0.46,1.62,4.0,0.4,242.66652829765533,1060.6710155929788
Morris,CMA,Problem8,10.0,0.46,1.62,4.0,1.0,-65.83936102687571,854.747828611775
Morris,CMA,Problem8,10.0,0.64,0.1,2.4,0.6,-94.96987785002314,1362.3713676560371
Morris,CMA,Problem8,10.0,1.0,0.48,1.6,0.2,75.35827928602427,1319.6006845250522
Morris,CMA,Problem8,10.0,1.0,0.48,1.6,0.4,-288.0846380319134,1064.5369958557494
Morris,CMA,Problem8,10.0,1.0,0.48,1.6,0.8,26.11350748996691,900.1366747551746
Morris,CMA,Problem8,10.0,1.0,0.48,4.0,0.2,-36.91594217262119,941.2468341160048
Morris,CMA,Problem8,10.0,1.0,1.62,1.6,0.8,-32.76661743961868,1250.129705737912
Morris,CMA,Problem8,1000.0,0.1,0.1,0.8,0.0,-26.04860908574636,1257.02348011731
Morris,CMA,Problem8,1000.0,0.1,0.1,0.8,0.6,-315.42633438666707,1225.894859745228
Morris,CMA,Problem8,1000.0,0.1,0.1,3.2,0.6,-154.86336975843557,1083.0560662536732
Morris,CMA,Problem8,1000.0,0.1,0.86,0.8,0.2,17.21903590726539,938.3521247654106
Morris,CMA,Problem8,1000.0,0.1,1.24,3.2,0.6,167.73517942777573,1276.3912644876937
Morris,CMA,Problem8,1000.0,0.1,2.0,0.8,0.2,-137.61509980534296,821.9718165266688
Morris,CMA,Problem8,1000.0,0.1,2.0,3.2,0.2,55.637946355025115,936.3371090044841
Morris,CMA,Problem8,1000.0,0.1,2.0,3.2,0.8,57.0805408001422,1065.2299096956012
Morris,CMA,Problem8,1000.0,0.46,0.1,4.0,0.6,-66.14419236353787,1121.8647572826605
Morris,CMA,Problem8,1000.0,1.0,0.1,4.0,0.6,69.26261166186605,1116.601417556509
Morris,CMA,Problem8,1000.0,1.0,1.24,4.0,0.6,79.01914806365758,1124.9386362144135
Morris,CMA,Problem8,208.0,0.1,1.24,2.4,1.0,67.91104121447849,1119.4706278135143
Morris,CMA,Problem8,208.0,0.28,0.86,1.6,0.6,64.49334935875538,980.9740362909034
Morris,CMA,Problem8,208.0,0.28,2.0,1.6,0.6,-180.5807741858028,1216.642759499088
Morris,CMA,Problem8,208.0,0.28,2.0,3.2,0.0,-115.225765638128,1072.4397503993564
Morris,CMA,Problem8,208.0,0.28,2.0,3.2,0.6,-124.40137383872643,959.862378489186
Morris,CMA,Problem8,208.0,0.82,0.86,1.6,0.0,138.52005691968654,1056.8875972050553
Morris,CMA,Problem8,208.0,0.82,0.86,1.6,0.6,33.19796683329741,929.6243810059932
Morris,CMA,Problem8,208.0,0.82,0.86,4.0,0.0,-75.87345261519789,1125.4482941182214
Morris,CMA,Problem8,208.0,0.82,2.0,1.6,0.6,112.94806237140916,994.835233073452
Morris,CMA,Problem8,406.0,0.1,0.86,0.8,0.2,193.10588126234833,1296.604510542688
Morris,CMA,Problem8,406.0,0.1,1.24,3.2,0.6,-263.22801958935014,935.4566062094824
Morris,CMA,Problem8,406.0,0.64,0.86,0.8,0.2,-14.648987776134657,860.6147168311478
Morris,CMA,Problem8,406.0,0.64,1.24,3.2,0.6,-281.99473743694057,1167.3839959199224
Morris,CMA,Problem8,406.0,1.0,1.24,1.6,0.0,174.1558803996821,827.0680514903449
Morris,CMA,Problem8,406.0,1.0,1.24,4.0,0.0,21.22643112069016,976.0556682133805
Morris,CMA,Problem8,406.0,1.0,1.24,4.0,0.6,51.41349150668661,1017.1454412514563
Morris,CMA,Problem8,604.0,0.64,0.1,2.4,0.0,84.4878349223148,943.2826027756473
Morris,CMA,Problem8,604.0,0.64,0.1,2.4,0.6,-155.52671390516718,1347.3413053615013
Morris,CMA,Problem8,604.0,0.64,1.24,0.0,0.0,-80.63026889398061,1132.5407883581504
Morris,CMA,Problem8,604.0,0.64,1.24,2.4,0.0,-25.15036176182675,1098.6641862769247
Morris,CMA,Problem8,604.0,1.0,0.48,1.6,0.4,97.55384738484382,1086.4849945495566
Morris,CMA,Problem8,604.0,1.0,1.62,1.6,0.8,-184.51294065332243,1104.2341882882226
Morris,CMA,Problem8,802.0,0.1,0.1,0.0,0.4,-51.018683967782756,1140.8897174087892
Morris,CMA,Problem8,802.0,0.1,1.24,0.0,0.4,-554.0160234373885,1126.6299786894128
Morris,CMA,Problem8,802.0,0.1,1.24,2.4,0.4,145.5398830957538,1196.7547034954966
Morris,CMA,Problem8,802.0,0.1,1.24,2.4,1.0,110.66400512883817,1065.601621906401
Morris,CMA,Problem8,802.0,0.28,0.86,0.8,0.6,372.8026312594065,1137.3224400732117
Morris,CMA,Problem8,802.0,0.28,2.0,0.8,0.6,-81.7914546464448,1101.9303574733576
Morris,CMA,Problem8,802.0,0.28,2.0,3.2,0.6,55.311345669312715,1080.9251673883032
Morris,CMA,Problem8,802.0,0.64,0.1,0.0,0.4,-178.34738953874395,1041.8356258973306
Morris,CMA,Problem8,802.0,0.82,0.86,0.8,0.6,26.265033010210878,1093.925617726459
Morris,CMA,Problem8,802.0,0.82,0.86,1.6,0.6,93.77410750529134,1192.3181829094958
Morris,CMA,Problem8,802.0,0.82,0.86,4.0,0.0,34.857351087183496,1027.6667176630672
Morris,CMA,Problem8,802.0,0.82,0.86,4.0,0.6,58.121870717414936,1063.1538885849088
Morris,CMA,Problem8,802.0,0.82,2.0,1.6,0.6,-104.79811326178466,1126.9107901635966
Morris,CMA,Problem8,802.0,0.82,2.0,4.0,0.0,85.12281604259199,1247.1147911037733
Morris,CMA,Problem9,10.0,0.1,0.1,2.4,0.6,555.7432800412462,61.240221604941176
Morris,CMA,Problem9,10.0,0.46,0.48,1.6,0.4,554.7361236073583,68.99107879330022
Morris,CMA,Problem9,10.0,0.46,0.48,4.0,0.2,545.3543812002805,53.1396505678503
Morris,CMA,Problem9,10.0,0.46,0.48,4.0,0.4,546.2630018308469,59.33697841199179
Morris,CMA,Problem9,10.0,0.46,1.62,4.0,0.4,536.4666914459472,62.25224117570953
Morris,CMA,Problem9,10.0,0.46,1.62,4.0,1.0,541.6374920430628,80.11313401289485
Morris,CMA,Problem9,10.0,0.64,0.1,2.4,0.6,538.509577364983,60.82172238256655
Morris,CMA,Problem9,10.0,1.0,0.48,1.6,0.2,539.5962841892158,63.25766786016416
Morris,CMA,Problem9,10.0,1.0,0.48,1.6,0.4,544.5548390493256,56.81077544692165
Morris,CMA,Problem9,10.0,1.0,0.48,1.6,0.8,524.6650431499557,58.86252614032458
Morris,CMA,Problem9,10.0,1.0,0.48,4.0,0.2,553.8550795678997,58.339540187924825
Morris,CMA,Problem9,10.0,1.0,1.62,1.6,0.8,543.3964421583187,64.36431283449197
Morris,CMA,Problem9,1000.0,0.1,0.1,0.8,0.0,551.9684698033876,51.19715018567951
Morris,CMA,Problem9,1000.0,0.1,0.1,0.8,0.6,564.9078569125317,67.70411015411857
Morris,CMA,Problem9,1000.0,0.1,0.1,3.2,0.6,557.5138592376429,57.52161120500177
Morris,CMA,Problem9,1000.0,0.1,0.86,0.8,0.2,541.9543810706903,70.1348881280907
Morris,CMA,Problem9,1000.0,0.1,1.24,3.2,0.6,568.0249943906978,66.5878644597306
Morris,CMA,Problem9,1000.0,0.1,2.0,0.8,0.2,547.2581176571105,68.39764462077028
Morris,CMA,Problem9,1000.0,0.1,2.0,3.2,0.2,536.6256847120276,61.800272573432146
Morris,CMA,Problem9,1000.0,0.1,2.0,3.2,0.8,540.4969749846696,67.31578918657341
Morris,CMA,Problem9,1000.0,0.46,0.1,4.0,0.6,566.5119928520595,59.72634990100707
Morris,CMA,Problem9,1000.0,1.0,0.1,4.0,0.6,555.222481175071,63.59867462887136
Morris,CMA,Problem9,1000.0,1.0,1.24,4.0,0.6,544.7919811544111,52.91962538419278
Morris,CMA,Problem9,208.0,0.1,1.24,2.4,1.0,551.555324870969,56.74694888049137
Morris,CMA,Problem9,208.0,0.28,0.86,1.6,0.6,530.3801904224424,46.20752051741713
Morris,CMA,Problem9,208.0,0.28,2.0,1.6,0.6,539.3395867595865,65.80594712814701
Morris,CMA,Problem9,208.0,0.28,2.0,3.2,0.0,536.1573767419458,61.85850626103005
Morris,CMA,Problem9,208.0,0.28,2.0,3.2,0.6,543.8533583666124,62.90100660437111
Morris,CMA,Problem9,208.0,0.82,0.86,1.6,0.0,568.5914510176408,68.22241445756
Morris,CMA,Problem9,208.0,0.82,0.86,1.6,0.6,530.7779016489641,50.26127171081062
Morris,CMA,Problem9,208.0,0.82,0.86,4.0,0.0,551.111374434616,59.64920310278103
Morris,CMA,Problem9,208.0,0.82,2.0,1.6,0.6,528.8127160113283,58.66646410900572
Morris,CMA,Problem9,406.0,0.1,0.86,0.8,0.2,558.3029097169315,56.89702305681524
Morris,CMA,Problem9,406.0,0.1,1.24,3.2,0.6,542.0864123814622,60.7029620811558
Morris,CMA,Problem9,406.0,0.64,0.86,0.8,0.2,538.6005577830734,65.6834605466157
Morris,CMA,Problem9,406.0,0.64,1.24,3.2,0.6,546.0473925405436,68.3110567108801
Morris,CMA,Problem9,406.0,1.0,1.24,1.6,0.0,545.081310726366,58.678632168038256
Morris,CMA,Problem9,406.0,1.0,1.24,4.0,0.0,541.3869172154125,42.267073865137746
Morris,CMA,Problem9,406.0,1.0,1.24,4.0,0.6,556.4079356199333,63.23056544194553
Morris,CMA,Problem9,604.0,0.64,0.1,2.4,0.0,546.2407639619285,49.41107560042563
Morris,CMA,Problem9,604.0,0.64,0.1,2.4,0.6,547.282278748674,59.197980627881336
Morris,CMA,Problem9,604.0,0.64,1.24,0.0,0.0,560.1254141280198,53.41694716154708
Morris,CMA,Problem9,604.0,0.64,1.24,2.4,0.0,548.6508797505178,66.99133665422102
Morris,CMA,Problem9,604.0,1.0,0.48,1.6,0.4,534.7773066748434,55.14779779035483
Morris,CMA,Problem9,604.0,1.0,1.62,1.6,0.8,544.4375944966032,67.19553010838051
Morris,CMA,Problem9,802.0,0.1,0.1,0.0,0.4,567.573488032703,58.390562826599385
Morris,CMA,Problem9,802.0,0.1,1.24,0.0,0.4,534.5287385034179,64.33547410058954
Morris,CMA,Problem9,802.0,0.1,1.24,2.4,0.4,543.5277814735166,64.92876561153145
Morris,CMA,Problem9,802.0,0.1,1.24,2.4,1.0,541.9931965553408,59.83447504371559
Morris,CMA,Problem9,802.0,0.28,0.86,0.8,0.6,556.5154202975066,61.12682957074475
Morris,CMA,Problem9,802.0,0.28,2.0,0.8,0.6,560.4107059259258,73.26459118604673
Morris,CMA,Problem9,802.0,0.28,2.0,3.2,0.6,553.378626608833,60.45535061772937
Morris,CMA,Problem9,802.0,0.64,0.1,0.0,0.4,565.0105597894512,55.08134348049687
Morris,CMA,Problem9,802.0,0.82,0.86,0.8,0.6,565.1681812444442,60.64016306589347
Morris,CMA,Problem9,802.0,0.82,0.86,1.6,0.6,546.0252358310416,60.59024757747368
Morris,CMA,Problem9,802.0,0.82,0.86,4.0,0.0,552.8242449980123,61.2179614004208
Morris,CMA,Problem9,802.0,0.82,0.86,4.0,0.6,529.0027323831416,66.71948982310258
Morris,CMA,Problem9,802.0,0.82,2.0,1.6,0.6,539.20814816073,69.07389863248689
Morris,CMA,Problem9,802.0,0.82,2.0,4.0,0.0,550.5808836120239,59.608150228632624
Morris,CMA,Problem10,10.0,0.1,0.1,2.4,0.6,21.139331418872,0.22425053037423925
Morris,CMA,Problem10,10.0,0.46,0.48,1.6,0.4,21.186975533483576,0.2815802691035788
Morris,CMA,Problem10,10.0,0.46,0.48,4.0,0.2,21.21966835478712,0.1724401162810313
Morris,CMA,Problem10,10.0,0.46,0.48,4.0,0.4,21.266833058114102,0.1832272128602327
Morris,CMA,Problem10,10.0,0.46,1.62,4.0,0.4,21.11391156907438,0.23211372405855782
Morris,CMA,Problem10,10.0,0.46,1.62,4.0,1.0,21.165101975581667,0.2246158242820384
Morris,CMA,Problem10,10.0,0.64,0.1,2.4,0.6,21.132804149080314,0.27834589161999224
Morris,CMA,Problem10,10.0,1.0,0.48,1.6,0.2,21.14602615449742,0.2577086887308928
Morris,CMA,Problem10,10.0,1.0,0.48,1.6,0.4,21.212054912027252,0.22257015894079776
Morris,CMA,Problem10,10.0,1.0,0.48,1.6,0.8,21.17065931856606,0.19841283379876526
Morris,CMA,Problem10,10.0,1.0,0.48,4.0,0.2,21.239164484440526,0.16753632138559177
Morris,CMA,Problem10,10.0,1.0,1.62,1.6,0.8,21.212161804849234,0.16758553370782833
Morris,CMA,Problem10,1000.0,0.1,0.1,0.8,0.0,21.19976785401098,0.19328587872700434
Morris,CMA,Problem10,1000.0,0.1,0.1,0.8,0.6,21.084772729399468,0.24584068860156758
Morris,CMA,Problem10,1000.0,0.1,0.1,3.2,0.6,21.167807464130338,0.14956464585859955
Morris,CMA,Problem10,1000.0,0.1,0.86,0.8,0.2,21.234976006925006,0.19794184985371885
