,$\lambda$,$\lambda$,$P[\mathrm{X}]$,$P[\mathrm{X}]$,$\mathrm{X}_{\mathrm{DI}}$,$\mathrm{X}_{\mathrm{DI}}$,$P[\mathrm{PM}]$,$P[\mathrm{PM}]$,$\mathrm{PM}_{\mathrm{DI}}$,$\mathrm{PM}_{\mathrm{DI}}$,$K$,$K$,$\lambda$,$\lambda$,$P[\mathrm{X}]$,$P[\mathrm{X}]$,$\mathrm{X}_{\mathrm{DI}}$,$\mathrm{X}_{\mathrm{DI}}$,$P[\mathrm{PM}]$,$P[\mathrm{PM}]$,$\mathrm{PM}_{\mathrm{DI}}$,$\mathrm{PM}_{\mathrm{DI}}$,$K$,$K$,index
0,0.0,1.0,19.134333382672136,2.336652983927338e-10,2.596859208076651,0.02336075167647863,2.2935972109503857,0.040666050625660574,2.170379124450247,0.05076044858644161,1.0158573171762777,0.3297423031055262,2.430698006264379,0.031692078752654236,-1.6229842036621853,0.13055327517933732,15.881600462639305,2.0192090811587933e-09,14.173828649963871,7.415470915398901e-09,16.078450506352585,1.7525042097103419e-09,15.296931452275674,3.105354689646453e-09,$\lambda$
1,-19.134333382672136,2.336652983927338e-10,,,-9.16422394578026,9.117908066312873e-07,-8.670017258905974,1.6351051974024553e-06,-9.023541704676465,1.0740384962434952e-06,-8.859481659749509,1.3032872462021704e-06,-5.120071497042453,0.00025322798972080235,-inf,0.0,-10.337089590202526,2.500176777624848e-07,-2.5653685119507146,0.024755727675694204,-4.213240180973372,0.00120325963370024,-1.1163656599334972,0.28612099869278856,$P[\mathrm{X}]$
2,-2.596859208076651,0.02336075167647863,9.16422394578026,9.117908066312873e-07,0.0,1.0,-0.1378937450951008,0.8926112117236495,-0.27222715384470425,0.7900747944181485,-1.0629465011871297,0.308729490085969,0.5689167582078702,0.5799049793917163,-4.122112713805256,0.0014153023164367395,7.3241002819474295,9.170905049912488e-06,7.302893933715671,9.439468152597847e-06,7.783627115067206,4.972740854139182e-06,7.989315273444145,3.811686995357721e-06,$\mathrm{X}_{\mathrm{DI}}$
3,-2.2935972109503857,0.040666050625660574,8.670017258905974,1.6351051974024553e-06,0.1378937450951008,0.8926112117236495,0.0,1.0,-0.12794368891828445,0.9003126743867808,-0.9047092287005417,0.38342369112946173,0.6617681135478203,0.5206254401178048,-3.6274064997837785,0.0034671634662064173,6.978007853933427,1.479263186722758e-05,7.015931745089216,1.4027256478867629e-05,7.4207372083181316,8.04624140594241e-06,7.652527389368834,5.906275071161332e-06,$P[\mathrm{PM}]$
4,-2.170379124450247,0.05076044858644161,9.023541704676465,1.0740384962434952e-06,0.27222715384470425,0.7900747944181485,0.12794368891828445,0.9003126743867808,0.0,1.0,-0.7927928428437844,0.44329093964711164,0.7675209662037601,0.45760854160515496,-3.5161335231125417,0.004253598859427925,7.292601995147825,9.572820486695496e-06,7.301345997713618,9.459397468204764e-06,7.735737255015353,5.294050126960263e-06,7.951863333083217,3.9993238675092695e-06,$\mathrm{PM}_{\mathrm{DI}}$
5,-1.0158573171762777,0.3297423031055262,8.859481659749509,1.3032872462021704e-06,1.0629465011871297,0.308729490085969,0.9047092287005417,0.38342369112946173,0.7927928428437844,0.44329093964711164,0.0,1.0,1.3722780692109784,0.19508355758454696,-1.9950693237235642,0.06925129048117033,7.370917275211304,8.606435481151869e-06,7.429044942421208,7.95667408138836e-06,7.77082773342767,5.056523206722086e-06,7.997147986906539,3.7736478774268886e-06,$K$
6,-2.430698006264379,0.031692078752654236,5.120071497042453,0.00025322798972080235,-0.5689167582078702,0.5799049793917163,-0.6617681135478203,0.5206254401178048,-0.7675209662037601,0.45760854160515496,-1.3722780692109784,0.19508355758454696,0.0,1.0,-3.278834967970149,0.006594346552745103,3.9992741683763433,0.0017639986517921412,4.222145640208552,0.0011843847257063682,4.355879492505793,0.0009351162516752887,4.652113519558218,0.0005584128181646741,$\lambda$
7,1.6229842036621853,0.13055327517933732,inf,0.0,4.122112713805256,0.0014153023164367395,3.6274064997837785,0.0034671634662064173,3.5161335231125417,0.004253598859427925,1.9950693237235642,0.06925129048117033,3.278834967970149,0.006594346552745103,,,68.71345511962355,5.994544202387542e-17,26.941439779067238,4.204082555464975e-12,46.06385868429935,7.152040604523993e-15,29.993052434814285,1.1805548149171185e-12,$P[\mathrm{X}]$
8,-15.881600462639305,2.0192090811587933e-09,10.337089590202526,2.500176777624848e-07,-7.3241002819474295,9.170905049912488e-06,-6.978007853933427,1.479263186722758e-05,-7.292601995147825,9.572820486695496e-06,-7.370917275211304,8.606435481151869e-06,-3.9992741683763433,0.0017639986517921412,-68.71345511962355,5.994544202387542e-17,0.0,1.0,1.2114625784958315,0.24903507220015825,1.9924326117257034,0.06957211717937427,2.746638839236043,0.017712216045243544,$\mathrm{X}_{\mathrm{DI}}$
9,-14.173828649963871,7.415470915398901e-09,2.5653685119507146,0.024755727675694204,-7.302893933715671,9.439468152597847e-06,-7.015931745089216,1.4027256478867629e-05,-7.301345997713618,9.459397468204764e-06,-7.429044942421208,7.95667408138836e-06,-4.222145640208552,0.0011843847257063682,-26.941439779067238,4.204082555464975e-12,-1.2114625784958315,0.24903507220015825,0.0,1.0,0.07993697435709292,0.9376050268104363,1.0930475604585845,0.29583040607299427,$P[\mathrm{PM}]$
10,-16.078450506352585,1.7525042097103419e-09,4.213240180973372,0.00120325963370024,-7.783627115067206,4.972740854139182e-06,-7.4207372083181316,8.04624140594241e-06,-7.735737255015353,5.294050126960263e-06,-7.77082773342767,5.056523206722086e-06,-4.355879492505793,0.0009351162516752887,-46.06385868429935,7.152040604523993e-15,-1.9924326117257034,0.06957211717937427,-0.07993697435709292,0.9376050268104363,0.0,1.0,1.2675820044594412,0.22899226704863673,$\mathrm{PM}_{\mathrm{DI}}$
