method,algo,problem,dim,pop,pSBX,sbxDI,pm,pmDI,mode,neighbour,GD,IGD,HV
Morris,MOEAD,DTLZ2,3,643.6364,0.8363636,92.0,0.3454545,20.0,3.454545,0.4636364,0.007366662647079999,0.007181220008961935,0.007658419865950952
Morris,MOEAD,DTLZ2,3,643.6364,1.0,182.0,0.3454545,92.0,1.545455,0.3181818,0.007645451464526296,0.020377478711249116,0.026581585989020422
Morris,MOEAD,DTLZ2,3,643.6364,1.0,182.0,0.3454545,92.0,3.181818,0.1,0.00836851126891395,0.02782071564409953,0.03195440719250405
Morris,MOEAD,DTLZ2,3,643.6364,1.0,182.0,0.3454545,92.0,3.181818,0.3181818,0.007565286083365574,0.020088081386014756,0.024785551841621983
Morris,MOEAD,DTLZ2,3,643.6364,1.0,182.0,0.8363636,92.0,3.181818,0.1,0.008021573558564454,0.02350238428031611,0.023574996836214532
Morris,MOEAD,DTLZ2,3,732.7273,0.1818182,110.0,0.4272727,110.0,3.727273,0.1,0.012185823118448787,0.021839903679593133,0.02604271278405615
Morris,MOEAD,DTLZ2,3,732.7273,0.1818182,110.0,0.4272727,2.0,2.090909,0.1,0.009541720160859107,0.010103652128083758,0.012954193301948448
Morris,MOEAD,DTLZ2,3,732.7273,0.1818182,110.0,0.4272727,2.0,3.727273,0.1,0.009277537189898436,0.00948044241453025,0.011243344902195035
Morris,MOEAD,DTLZ2,3,732.7273,0.1818182,2.0,0.4272727,2.0,2.090909,0.1,0.009436456411628925,0.010344068357953467,0.013767780320354117
Morris,MOEAD,DTLZ2,3,732.7273,0.1818182,2.0,0.9181818,2.0,2.090909,0.1,0.00908721207949016,0.0060240993492102135,0.009213707731140882
Morris,MOEAD,DTLZ2,3,732.7273,0.3454545,128.0,0.5090909,164.0,2.090909,0.4636364,0.008713207160124251,0.01763211417508609,0.01939976217122856
Morris,MOEAD,DTLZ2,3,732.7273,0.3454545,20.0,0.5090909,164.0,2.090909,0.4636364,0.008701404291400634,0.02032762304849491,0.03700169991809433
Morris,MOEAD,DTLZ2,3,732.7273,0.5090909,56.0,0.1818182,182.0,3.181818,0.3181818,0.0098045722445457,0.02873121052631737,0.059155386636460805
Morris,MOEAD,DTLZ2,3,732.7273,0.7545455,74.0,0.1,92.0,1.818182,0.1363636,0.00940302219911298,0.027996405658149,0.05196008376999578
Morris,MOEAD,DTLZ2,3,732.7273,0.8363636,20.0,0.5090909,164.0,2.090909,0.4636364,0.008912214523903365,0.022254193427315452,0.04080361957549457
Morris,MOEAD,DTLZ2,3,732.7273,0.8363636,20.0,1.0,164.0,2.090909,0.4636364,0.008299339920500805,0.018042030055491803,0.03137966339148221
Morris,MOEAD,DTLZ2,3,732.7273,0.8363636,20.0,1.0,164.0,3.727273,0.2454545,0.008487800601302721,0.01643976675032287,0.03136783848962682
Morris,MOEAD,DTLZ2,3,732.7273,0.8363636,20.0,1.0,164.0,3.727273,0.4636364,0.008174044568888447,0.01257918805235735,0.022891942432625167
Morris,MOEAD,DTLZ2,3,732.7273,1.0,164.0,0.1818182,182.0,1.545455,0.3181818,0.008630294806641388,0.028906419592387152,0.04719401225110828
Morris,MOEAD,DTLZ2,3,732.7273,1.0,164.0,0.6727273,182.0,1.545455,0.3181818,0.008012777693033303,0.018979737559192304,0.026650211943521535
Morris,MOEAD,DTLZ2,3,732.7273,1.0,164.0,0.6727273,74.0,1.545455,0.3181818,0.0075391336357912035,0.01762957849703033,0.016751109545803333
Morris,MOEAD,DTLZ2,3,732.7273,1.0,20.0,0.2636364,164.0,1.545455,0.1,0.009622865118485776,0.021125649438875536,0.03944203966637489
Morris,MOEAD,DTLZ2,3,732.7273,1.0,20.0,0.2636364,164.0,1.545455,0.3181818,0.009535601361005869,0.030125020914910313,0.04989261376365543
Morris,MOEAD,DTLZ2,3,732.7273,1.0,56.0,0.1818182,182.0,1.545455,0.3181818,0.009891370928593214,0.02943772068015063,0.05161784304142201
Morris,MOEAD,DTLZ2,3,732.7273,1.0,56.0,0.1818182,182.0,3.181818,0.3181818,0.009838378981823525,0.023596867556047688,0.048093468555568425
Morris,MOEAD,DTLZ2,3,821.8182,0.1818182,74.0,0.2636364,146.0,1.545455,0.1363636,0.011566503930667322,0.02960908465906289,0.03864355756549255
Morris,MOEAD,DTLZ2,3,821.8182,0.1818182,74.0,0.2636364,146.0,1.545455,0.3545455,0.009256415631391986,0.02816633326308007,0.03650236590294196
Morris,MOEAD,DTLZ2,3,821.8182,0.1818182,74.0,0.7545455,146.0,1.545455,0.3545455,0.009051754856158594,0.014621444364370769,0.022871588262073587
Morris,MOEAD,DTLZ2,3,821.8182,0.2636364,146.0,0.3454545,110.0,1.272727,0.2818182,0.009443081068685326,0.012884010393012062,0.024262443581414758
Morris,MOEAD,DTLZ2,3,821.8182,0.3454545,110.0,0.4272727,200.0,2.090909,0.2454545,0.009065005653256419,0.034951752334840026,0.05445286908646651
Morris,MOEAD,DTLZ2,3,821.8182,0.3454545,110.0,0.4272727,200.0,2.090909,0.4636364,0.008007992360468863,0.021089073677650567,0.03471622684825874
Morris,MOEAD,DTLZ2,3,821.8182,0.3454545,110.0,0.4272727,200.0,3.727273,0.4636364,0.008217971186190628,0.018080121104515227,0.02896333079536473
Morris,MOEAD,DTLZ2,3,821.8182,0.3454545,110.0,0.9181818,200.0,2.090909,0.2454545,0.008587222269426372,0.026967690011384274,0.03497951986702907
Morris,MOEAD,DTLZ2,3,821.8182,0.3454545,2.0,0.9181818,200.0,2.090909,0.2454545,0.008444266799835938,0.015019917158755176,0.02830475543003022
Morris,MOEAD,DTLZ2,3,821.8182,0.4272727,92.0,0.4272727,128.0,3.181818,0.2090909,0.00854349435527199,0.02590463357335304,0.0415500280611188
Morris,MOEAD,DTLZ2,3,821.8182,0.4272727,92.0,0.9181818,128.0,3.181818,0.2090909,0.008070316100859117,0.019350048939575093,0.025434198476517234
Morris,MOEAD,DTLZ2,3,821.8182,0.6727273,74.0,0.2636364,146.0,1.545455,0.1363636,0.009272826970730707,0.022939038010619056,0.03782078108132083
Morris,MOEAD,DTLZ2,3,821.8182,0.7545455,146.0,0.3454545,110.0,1.272727,0.2818182,0.008387838207170656,0.01727442844860021,0.03078625510038491
Morris,MOEAD,DTLZ2,3,910.9091,0.1,200.0,0.5909091,110.0,1.272727,0.2454545,0.013018422659024692,0.019160664582280957,0.027204308746488486
Morris,MOEAD,DTLZ2,3,910.9091,0.1,200.0,0.5909091,110.0,1.272727,0.4636364,0.01187666662076456,0.023454159750251835,0.03546226561222902
Morris,MOEAD,DTLZ2,3,910.9091,0.1,200.0,0.5909091,110.0,2.909091,0.2454545,0.010715935539573786,0.023531648606551006,0.03346468185644957
Morris,MOEAD,DTLZ2,3,910.9091,0.1,92.0,0.1,110.0,2.909091,0.2454545,0.010736526076047274,0.03362828329995976,0.0364311600198531
Morris,MOEAD,DTLZ2,3,910.9091,0.1,92.0,0.5909091,110.0,2.909091,0.2454545,0.010248717070645334,0.021905157761178354,0.02640040398834354
Morris,MOEAD,DTLZ2,3,910.9091,0.2636364,92.0,0.7545455,92.0,3.727273,0.3181818,0.007623356615658359,0.012821243702318168,0.019611023159275234
Morris,MOEAD,DTLZ3,3,1000.0,0.75454545,200.0,0.59090909,20.0,1.2727273,0.17272727,13.825003266033434,16.00344713959925,0.0
Morris,MOEAD,DTLZ3,3,1000.0,0.75454545,200.0,0.59090909,20.0,2.9090909,0.17272727,13.647416216461428,13.248133561388713,0.004877231239909112
Morris,MOEAD,DTLZ3,3,1000.0,0.75454545,200.0,0.59090909,20.0,2.9090909,0.39090909,13.257222597317472,10.519001163688719,0.0
Morris,MOEAD,DTLZ3,3,1000.0,0.75454545,92.0,0.59090909,20.0,1.2727273,0.17272727,13.777873625167844,16.540824940405365,0.0
Morris,MOEAD,DTLZ3,3,1000.0,1.0,38.0,0.83636364,146.0,2.0909091,0.20909091,14.193993019344935,26.20252652082221,0.0
Morris,MOEAD,DTLZ3,3,1000.0,1.0,38.0,0.83636364,146.0,2.0909091,0.42727273,13.886174180263351,21.448850363155074,0.0
Morris,MOEAD,DTLZ3,3,109.0909,0.1818182,164.0,0.7545455,74.0,3.727273,0.3545455,6.991878073997384,14.261332300384879,0.0
Morris,MOEAD,DTLZ3,3,109.0909,0.1818182,56.0,0.7545455,74.0,2.090909,0.1363636,8.20167799620564,16.695683483330274,0.0
Morris,MOEAD,DTLZ3,3,109.0909,0.1818182,56.0,0.7545455,74.0,3.727273,0.1363636,7.954676442285678,16.841774989515027,0.0
Morris,MOEAD,DTLZ3,3,109.0909,0.1818182,56.0,0.7545455,74.0,3.727273,0.3545455,7.666336357799626,22.426329972158356,0.0
Morris,MOEAD,DTLZ3,3,109.0909,0.5090909,74.0,0.8363636,200.0,3.181818,0.1,8.559506355971385,19.818688435304914,0.0
Morris,MOEAD,DTLZ3,3,109.0909,0.5090909,74.0,0.8363636,92.0,3.181818,0.1,8.113043426663724,21.447107296618565,0.0
Morris,MOEAD,DTLZ3,3,109.0909,0.8363636,92.0,0.3454545,128.0,3.454545,0.4636364,7.248228620248,19.30254611260968,0.0
Morris,MOEAD,DTLZ3,3,109.0909,0.8363636,92.0,0.3454545,20.0,3.454545,0.4636364,4.430851251543376,13.540180966483604,0.0
Morris,MOEAD,DTLZ3,3,109.0909,1.0,182.0,0.8363636,92.0,3.181818,0.1,7.274417110658972,17.976853538155115,0.0
Morris,MOEAD,DTLZ3,3,109.0909,1.0,74.0,0.8363636,92.0,3.181818,0.1,6.7444606733601455,19.744233929321158,0.0
Morris,MOEAD,DTLZ3,3,198.1818,0.1818182,2.0,0.9181818,2.0,2.090909,0.1,8.881496788259359,10.381377418098413,0.0
Morris,MOEAD,DTLZ3,3,198.1818,0.2636364,182.0,0.1,200.0,3.454545,0.3545455,8.006246646618855,22.20993700183721,0.0
Morris,MOEAD,DTLZ3,3,198.1818,0.2636364,182.0,0.1,92.0,3.454545,0.3545455,7.526050426727212,22.09331586549401,0.0
Morris,MOEAD,DTLZ3,3,198.1818,0.2636364,182.0,0.5909091,200.0,3.454545,0.3545455,5.6858888649645065,23.5449728212294,0.0
Morris,MOEAD,DTLZ3,3,198.1818,0.2636364,74.0,0.1,92.0,3.454545,0.3545455,7.301581921792489,22.902133280391507,0.0
Morris,MOEAD,DTLZ3,3,198.1818,0.5090909,128.0,0.7545455,56.0,3.181818,0.3181818,5.842837512287175,22.39185809173581,0.0
Morris,MOEAD,DTLZ3,3,198.1818,0.5090909,56.0,0.1818182,182.0,3.181818,0.1,8.440869122419926,24.703154332449394,0.0
Morris,MOEAD,DTLZ3,3,198.1818,0.5090909,56.0,0.1818182,182.0,3.181818,0.3181818,6.448762246048809,20.20699257666456,0.0
Morris,MOEAD,DTLZ3,3,198.1818,0.6727273,2.0,0.9181818,2.0,2.090909,0.1,7.133620996599285,11.175171189037144,0.0
Morris,MOEAD,DTLZ3,3,198.1818,0.6727273,2.0,0.9181818,2.0,2.090909,0.3181818,3.73948909083507,7.780257686353494,1.6438198337351257e-05
Morris,MOEAD,DTLZ3,3,198.1818,0.7545455,74.0,0.1,92.0,1.818182,0.1363636,6.909733266809818,23.041824766307474,0.0
Morris,MOEAD,DTLZ3,3,198.1818,0.7545455,74.0,0.1,92.0,1.818182,0.3545455,6.3302787521934105,24.551310142211918,0.0
Morris,MOEAD,DTLZ3,3,198.1818,0.7545455,74.0,0.1,92.0,3.454545,0.3545455,6.83177923904722,26.59169064718701,0.0
Morris,MOEAD,DTLZ3,3,198.1818,0.8363636,20.0,1.0,164.0,3.727273,0.2454545,6.209242704533064,19.35754583277139,0.0
Morris,MOEAD,DTLZ3,3,198.1818,0.8363636,20.0,1.0,56.0,3.727273,0.2454545,5.7990196032378645,22.547817940569562,0.0
Morris,MOEAD,DTLZ3,3,198.1818,1.0,128.0,0.7545455,164.0,1.545455,0.3181818,5.957890888787599,20.742886692080848,0.0
Morris,MOEAD,DTLZ3,3,198.1818,1.0,128.0,0.7545455,164.0,3.181818,0.3181818,5.3768057045348705,21.061737529272285,0.0
Morris,MOEAD,DTLZ3,3,198.1818,1.0,128.0,0.7545455,56.0,3.181818,0.3181818,5.575660033504078,21.30721549450991,0.0
Morris,MOEAD,DTLZ3,3,198.1818,1.0,20.0,0.2636364,164.0,1.545455,0.3181818,6.635531991508426,24.66814574467699,0.0
Morris,MOEAD,DTLZ3,3,198.1818,1.0,20.0,0.7545455,164.0,1.545455,0.3181818,5.5912636172038415,21.492388189990898,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.263636,92.0,0.345455,56.0,1.54545,0.427273,20.247679168123575,22.886411522671718,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.2636364,92.0,0.3454545,164.0,1.545455,0.4272727,22.194738722024763,25.982675583939212,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.2636364,92.0,0.3454545,164.0,3.181818,0.4272727,21.877992838290027,24.356777232963108,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.4272727,200.0,0.7545455,110.0,4.0,0.1,25.839755959291338,17.151324704658688,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.4272727,92.0,0.7545455,110.0,4.0,0.1,25.924880907436535,17.582873340370153,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.427273,92.0,0.263636,2.0,2.36364,0.318182,6.6694522099742795,6.090378351445074,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.427273,92.0,0.263636,2.0,4.0,0.1,24.679379084866774,9.501536783925326,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.427273,92.0,0.263636,2.0,4.0,0.318182,7.034924480279016,6.14961188978404,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.427273,92.0,0.754545,2.0,4.0,0.1,17.23498069932514,6.453925352309065,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.5909091,128.0,0.1,74.0,3.181818,0.3909091,25.927448439332828,27.57900096752682,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.5909091,128.0,0.5909091,182.0,1.545455,0.3909091,22.63822919127965,25.38153156309795,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.5909091,128.0,0.5909091,182.0,3.181818,0.3909091,19.338351164833522,24.415942206197514,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.5909091,128.0,0.5909091,74.0,3.181818,0.3909091,20.028330532469784,19.66488989213545,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.5909091,20.0,0.5909091,182.0,1.545455,0.1727273,19.55931342101344,21.456438798935896,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.5909091,20.0,0.5909091,182.0,1.545455,0.3909091,19.462879928829068,22.764707075478604,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.754545,92.0,0.345455,56.0,1.54545,0.427273,21.398674591629774,24.324980507398244,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.754545,92.0,0.836364,56.0,1.54545,0.427273,19.623777162962277,24.132257291400812,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.7545455,200.0,0.8363636,56.0,1.545455,0.4272727,20.68319169438605,22.5031240758331,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.8363636,146.0,0.2636364,110.0,2.090909,0.3545455,21.192208802227753,20.121090865116166,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.8363636,146.0,0.2636364,110.0,3.727273,0.1363636,22.393251120360183,27.01839678371682,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.8363636,146.0,0.2636364,110.0,3.727273,0.3545455,19.588351914132655,21.5870257231093,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.8363636,146.0,0.2636364,2.0,2.090909,0.3545455,6.486809648700653,5.75830576901277,0.0
Morris,MOEAD,DTLZ3,3,20.0,0.836364,38.0,0.263636,2.0,2.09091,0.354545,5.806977168500592,5.622222555405575,0.0
Morris,MOEAD,DTLZ3,3,287.2727,0.2636364,146.0,0.3454545,110.0,1.272727,0.2818182,5.490691953438925,20.045229255266108,0.0
Morris,MOEAD,DTLZ3,3,287.2727,0.2636364,146.0,0.8363636,110.0,1.272727,0.2818182,4.934039260806135,20.66361748663145,0.0
Morris,MOEAD,DTLZ3,3,287.2727,0.2636364,146.0,0.8363636,110.0,2.909091,0.2818182,5.224719073182723,21.591761496307978,0.0
Morris,MOEAD,DTLZ3,3,287.2727,0.2636364,38.0,0.8363636,110.0,2.909091,0.2818182,5.515049476072774,23.837987317913534,0.0
Morris,MOEAD,DTLZ3,3,287.2727,0.2636364,38.0,0.8363636,2.0,2.909091,0.2818182,2.919078768877639,5.805515871868536,0.0
Morris,MOEAD,DTLZ3,3,287.2727,0.2636364,38.0,0.8363636,2.0,2.909091,0.5,2.1693794497077055,3.6757895637030598,0.0
Morris,MOEAD,DTLZ3,3,287.2727,0.3454545,2.0,0.9181818,200.0,2.090909,0.2454545,7.103074561234795,23.350961792423018,0.0
Morris,MOEAD,DTLZ3,3,287.2727,0.4272727,92.0,0.4272727,128.0,3.181818,0.2090909,6.101961917242622,23.77817496802894,0.0
Morris,MOEAD,DTLZ3,3,287.2727,0.4272727,92.0,0.4272727,128.0,3.181818,0.4272727,5.198291439708174,21.499914715758397,0.0
Morris,MOEAD,DTLZ3,3,287.2727,0.6727273,182.0,0.2636364,38.0,3.181818,0.1363636,6.384490642542457,16.515740557938532,0.0
Morris,MOEAD,DTLZ3,3,287.2727,0.6727273,74.0,0.2636364,146.0,1.545455,0.1363636,6.896066175228875,25.739258798972077,0.0
Morris,MOEAD,DTLZ3,3,287.2727,0.6727273,74.0,0.2636364,146.0,3.181818,0.1363636,6.745422865090998,19.654973645071138,0.0
Morris,MOEAD,DTLZ3,3,287.2727,0.6727273,74.0,0.2636364,38.0,3.181818,0.1363636,6.439861354457366,22.51518760827787,0.0
Morris,MOEAD,DTLZ3,3,287.2727,0.8363636,2.0,0.9181818,200.0,2.090909,0.2454545,5.495471322796159,17.709758533259865,0.0
Morris,MOEAD,DTLZ3,3,287.2727,0.8363636,2.0,0.9181818,92.0,2.090909,0.2454545,5.7831838162003395,24.243006640737192,0.0
Morris,MOEAD,DTLZ3,3,287.2727,0.9181818,200.0,0.4272727,20.0,1.545455,0.4272727,2.673960218460548,12.495044120922396,0.0044507291490018955
Morris,MOEAD,DTLZ3,3,287.2727,0.9181818,200.0,0.4272727,20.0,3.181818,0.4272727,2.5874174356251185,12.928948900816314,0.008535890323906755
Morris,MOEAD,DTLZ3,3,287.2727,0.9181818,92.0,0.4272727,128.0,3.181818,0.4272727,5.069306041598191,21.54289929826829,0.0
Morris,MOEAD,DTLZ3,3,287.2727,0.9181818,92.0,0.4272727,20.0,3.181818,0.4272727,2.7942557164439825,11.87381615498541,0.0
Morris,MOEAD,DTLZ3,3,376.3636,0.1,200.0,0.5909091,110.0,1.272727,0.4636364,5.089444232516436,22.53903955517834,0.0
Morris,MOEAD,DTLZ3,3,376.3636,0.2636364,92.0,0.2636364,200.0,2.090909,0.1,10.97808859580161,24.713169808771898,0.0
Morris,MOEAD,DTLZ3,3,376.3636,0.2636364,92.0,0.2636364,200.0,3.727273,0.1,10.701636668739562,21.29844000180523,0.0
Morris,MOEAD,DTLZ3,3,376.3636,0.2636364,92.0,0.2636364,200.0,3.727273,0.3181818,6.403624443261402,23.975150481926303,0.0
Morris,MOEAD,DTLZ3,3,376.3636,0.2636364,92.0,0.7545455,200.0,3.727273,0.3181818,5.829303032449656,23.218490606638316,0.0
Morris,MOEAD,DTLZ3,3,376.3636,0.2636364,92.0,0.7545455,92.0,3.727273,0.3181818,5.840058465176776,20.423858606314052,0.0
Morris,MOEAD,DTLZ3,3,376.3636,0.5909091,200.0,0.5909091,110.0,1.272727,0.4636364,4.61536669475502,25.043540726884874,0.0
Morris,MOEAD,DTLZ3,3,376.3636,0.5909091,200.0,0.5909091,2.0,1.272727,0.4636364,2.4068358512129278,8.70799818625745,0.0
Morris,MOEAD,DTLZ3,3,376.3636,0.7545455,200.0,0.2636364,200.0,2.090909,0.1,8.790143138726647,26.428353181935226,0.0
Morris,MOEAD,DTLZ3,3,376.3636,0.7545455,92.0,0.2636364,200.0,2.090909,0.1,8.274892534342131,18.820348966041028,0.0
Morris,MOEAD,DTLZ3,3,465.4545,0.2636364,92.0,0.1,128.0,1.272727,0.1727273,7.155046054304153,18.962411364859843,0.0
Morris,MOEAD,DTLZ3,3,465.4545,0.2636364,92.0,0.1,20.0,1.272727,0.1727273,5.835633549591232,21.55242048316081,0.0
Morris,MOEAD,DTLZ3,3,465.4545,0.2636364,92.0,0.5909091,20.0,1.272727,0.1727273,4.057952129404137,19.074263225432432,0.0
Morris,MOEAD,DTLZ3,3,465.4545,0.5090909,146.0,0.3454545,38.0,3.727273,0.2090909,4.674563170818254,20.87355002719572,0.0
Morris,MOEAD,DTLZ3,3,465.4545,0.5090909,38.0,0.3454545,38.0,2.090909,0.2090909,4.744283090674559,17.656213067093464,0.0
Morris,MOEAD,DTLZ3,3,465.4545,0.5090909,38.0,0.3454545,38.0,3.727273,0.2090909,5.016795998212875,22.5457092090901,0.0
Morris,MOEAD,DTLZ3,3,465.4545,0.5090909,38.0,0.8363636,146.0,2.090909,0.2090909,4.48569792284058,27.907453554491482,0.0
Morris,MOEAD,DTLZ3,3,465.4545,0.5090909,38.0,0.8363636,38.0,2.090909,0.2090909,4.025063907771962,15.145187778676709,0.0
Morris,MOEAD,DTLZ3,3,465.4545,0.7545455,92.0,0.5909091,20.0,1.272727,0.1727273,3.520355667266371,13.991843054326473,0.0
Morris,MOEAD,DTLZ3,3,465.4545,1.0,38.0,0.8363636,146.0,2.090909,0.2090909,4.339687844683512,23.706595104700938,0.0
Morris,MOEAD,DTLZ3,3,554.5455,0.1,20.0,0.5909091,182.0,1.545455,0.1727273,18.649374180865557,20.045015395232117,0.0
Morris,MOEAD,DTLZ3,3,554.5455,0.3454545,38.0,0.7545455,2.0,2.090909,0.3545455,14.782735519518544,7.744639942311231,0.0006383724287192648
Morris,MOEAD,DTLZ3,3,554.5455,0.4272727,92.0,0.2636364,2.0,2.363636,0.3181818,14.638241403888376,8.409094380765323,9.421707033883344e-05
Morris,MOEAD,DTLZ3,3,554.5455,0.5909091,20.0,0.5909091,182.0,1.545455,0.1727273,16.4935384702035,24.636078317995075,0.0
Morris,MOEAD,DTLZ3,3,554.5455,0.7545455,200.0,0.8363636,56.0,1.545455,0.2090909,16.839971119891587,22.22634119108115,0.0
Morris,MOEAD,DTLZ3,3,554.5455,0.7545455,200.0,0.8363636,56.0,1.545455,0.4272727,16.25652969317717,22.70953663098514,0.0
Morris,MOEAD,DTLZ3,3,554.5455,0.8363636,38.0,0.2636364,2.0,2.090909,0.3545455,14.37468048250506,8.814063206319387,0.0014341408184272765
Morris,MOEAD,DTLZ3,3,554.5455,0.8363636,38.0,0.7545455,2.0,2.090909,0.3545455,13.936636265051336,8.511067306417578,0.004905660037006063
Morris,MOEAD,DTLZ3,3,554.5455,0.9181818,92.0,0.2636364,2.0,2.363636,0.3181818,14.429732307062379,8.418848141214959,0.0
Morris,MOEAD,DTLZ3,3,643.6364,0.1818182,56.0,0.7545455,182.0,2.090909,0.1363636,15.772339609666608,16.60175762170996,0.0
Morris,MOEAD,DTLZ3,3,643.6364,0.1818182,56.0,0.7545455,74.0,2.090909,0.1363636,15.885047853476475,22.12325086807998,0.0
Morris,MOEAD,DTLZ3,3,643.6364,0.3454545,200.0,0.8363636,20.0,1.818182,0.2454545,14.746178139482907,10.807356644290197,0.0
Morris,MOEAD,DTLZ3,3,643.6364,0.6727273,56.0,0.2636364,182.0,2.090909,0.1363636,16.625763307292853,17.00555658286092,0.0
Morris,MOEAD,DTLZ3,3,643.6364,0.6727273,56.0,0.7545455,182.0,2.090909,0.1363636,16.36638676177719,28.049205116776694,0.0
Morris,MOEAD,DTLZ3,3,643.6364,0.8363636,200.0,0.3454545,20.0,1.818182,0.2454545,14.91235827899177,12.238597424516252,0.0
Morris,MOEAD,DTLZ3,3,643.6364,0.8363636,200.0,0.8363636,20.0,1.818182,0.2454545,14.03863002459372,9.63068198662224,0.0
Morris,MOEAD,DTLZ3,3,643.6364,0.8363636,92.0,0.3454545,20.0,1.818182,0.2454545,14.676583399476574,12.805855587308523,0.0
Morris,MOEAD,DTLZ3,3,643.6364,0.8363636,92.0,0.3454545,20.0,1.818182,0.4636364,14.523508130827933,13.448121569215242,0.0
Morris,MOEAD,DTLZ3,3,643.6364,0.8363636,92.0,0.3454545,20.0,3.454545,0.4636364,14.587127416077458,12.552273040721838,0.0
Morris,MOEAD,DTLZ3,3,643.6364,1.0,182.0,0.3454545,92.0,1.545455,0.3181818,15.688794264415714,17.656478884024555,0.0
Morris,MOEAD,DTLZ3,3,643.6364,1.0,182.0,0.3454545,92.0,3.181818,0.1,16.59113757715358,17.854621763008662,0.0
Morris,MOEAD,DTLZ3,3,643.6364,1.0,182.0,0.3454545,92.0,3.181818,0.3181818,15.722185258046844,24.436151802217644,0.0
Morris,MOEAD,DTLZ3,3,643.6364,1.0,182.0,0.8363636,92.0,3.181818,0.1,16.025990263203063,25.24157741912885,0.0
Morris,MOEAD,DTLZ3,3,732.7273,0.1818182,110.0,0.4272727,110.0,3.727273,0.1,17.999709346491944,17.087117329413033,0.0
Morris,MOEAD,DTLZ3,3,732.7273,0.1818182,110.0,0.4272727,2.0,2.090909,0.1,15.704328394878976,10.299421866682147,0.0
Morris,MOEAD,DTLZ3,3,732.7273,0.1818182,110.0,0.4272727,2.0,3.727273,0.1,15.782761135018086,12.36727023223873,0.0
Morris,MOEAD,DTLZ3,3,732.7273,0.1818182,2.0,0.4272727,2.0,2.090909,0.1,17.57188595286148,14.183757492740778,0.0
Morris,MOEAD,DTLZ3,3,732.7273,0.1818182,2.0,0.9181818,2.0,2.090909,0.1,16.881066545956177,13.078383122732227,0.0
Morris,MOEAD,DTLZ3,3,732.7273,0.3454545,128.0,0.5090909,164.0,2.090909,0.4636364,15.4811540668888,18.289325171020444,0.0
Morris,MOEAD,DTLZ3,3,732.7273,0.3454545,20.0,0.5090909,164.0,2.090909,0.4636364,15.497844127603106,20.13777547187751,0.0
Morris,MOEAD,DTLZ3,3,732.7273,0.5090909,56.0,0.1818182,182.0,3.181818,0.3181818,15.899253255520481,19.32371611283869,0.0
Morris,MOEAD,DTLZ3,3,732.7273,0.7545455,74.0,0.1,92.0,1.818182,0.1363636,16.75363565436957,18.385973483930044,0.0
Morris,MOEAD,DTLZ3,3,732.7273,0.8363636,20.0,0.5090909,164.0,2.090909,0.4636364,15.584289372349597,17.546908282725784,0.0
Morris,MOEAD,DTLZ3,3,732.7273,0.8363636,20.0,1.0,164.0,2.090909,0.4636364,14.819683678354126,19.388925586693126,0.0
Morris,MOEAD,DTLZ3,3,732.7273,0.8363636,20.0,1.0,164.0,3.727273,0.2454545,15.560086017746393,20.117913150862496,0.0
Morris,MOEAD,DTLZ3,3,732.7273,0.8363636,20.0,1.0,164.0,3.727273,0.4636364,15.53035388442812,23.548532000438808,0.0
Morris,MOEAD,DTLZ3,3,732.7273,1.0,164.0,0.1818182,182.0,1.545455,0.3181818,15.539497862742477,18.191529209471046,0.0
Morris,MOEAD,DTLZ3,3,732.7273,1.0,164.0,0.6727273,182.0,1.545455,0.3181818,15.370935572470156,20.22075596794928,0.0
Morris,MOEAD,DTLZ3,3,732.7273,1.0,164.0,0.6727273,74.0,1.545455,0.3181818,15.376960610059886,23.78861629937367,0.0
Morris,MOEAD,DTLZ3,3,732.7273,1.0,20.0,0.2636364,164.0,1.545455,0.1,16.980957127861235,20.43308739167064,0.0
Morris,MOEAD,DTLZ3,3,732.7273,1.0,20.0,0.2636364,164.0,1.545455,0.3181818,15.90865093949509,16.51883644431452,0.0
Morris,MOEAD,DTLZ3,3,732.7273,1.0,56.0,0.1818182,182.0,1.545455,0.3181818,15.535040849902128,18.9268149434346,0.0
