method,algo,problem,dim,pop,pSBX,sbxDI,pm,pmDI,mode,neighbour,GD,IGD,HV
SOBOL,MOEAD,DTLZ1,3,564.551,0.409226,31.89052,0.9077848,25.90589,3.416743,0.1451234,5.602281819,5.388949916,0
SOBOL,MOEAD,DTLZ1,3,564.551,0.409226,31.89052,0.9077848,25.90589,3.416743,0.3491642,5.333123511,4.301172626,0
SOBOL,MOEAD,DTLZ1,3,564.551,0.409226,31.89052,0.9077848,60.02255,3.416743,0.1451234,5.732984039,4.619850079,0
SOBOL,MOEAD,DTLZ1,3,592.0184,0.6861002,103.2499,0.8292174,136.4417,1.875551,0.3177604,5.657210422,6.929398765,0
SOBOL,MOEAD,DTLZ1,3,592.0184,0.9190491,98.36994,0.6963501,68.07074,1.607076,0.4313233,5.520868032,5.975877672,0
SOBOL,MOEAD,DTLZ1,3,608.9396,0.3399426,184.7167,0.5065977,195.8121,2.311775,0.2629545,5.64138042,7.052362288,0
SOBOL,MOEAD,DTLZ1,3,608.9396,0.7705259,25.80442,0.7443376,49.18393,1.983144,0.3226953,5.436487916,6.000219232,0
SOBOL,MOEAD,DTLZ1,3,62.65391,0.6416,160.5674,0.2632498,111.9095,1.476901,0.3505213,3.381844302,6.820780622,0
SOBOL,MOEAD,DTLZ1,3,62.65391,0.6578598,149.7916,0.2632498,111.9095,1.476901,0.3505213,3.810727223,7.314724808,0
SOBOL,MOEAD,DTLZ1,3,62.65391,0.6578598,160.5674,0.2632498,111.9095,1.476901,0.3505213,3.597963275,7.081861899,0
SOBOL,MOEAD,DTLZ1,3,62.65391,0.6578598,160.5674,0.2632498,111.9095,1.476901,0.458987,3.737675719,7.558901149,0
SOBOL,MOEAD,DTLZ1,3,62.65391,0.6578598,160.5674,0.2632498,111.9095,2.421449,0.3505213,4.139956001,7.511719438,0
SOBOL,MOEAD,DTLZ1,3,62.65391,0.6578598,160.5674,0.2632498,148.5372,1.476901,0.3505213,3.355247392,5.468683116,0
SOBOL,MOEAD,DTLZ1,3,62.65391,0.6578598,160.5674,0.8889927,111.9095,1.476901,0.3505213,3.38276553,7.616711963,0
SOBOL,MOEAD,DTLZ1,3,624.1995,0.6626767,151.4104,0.6662373,121.5002,3.945049,0.1702109,5.763625813,5.298747198,0
SOBOL,MOEAD,DTLZ1,3,624.1995,0.8438804,193.3374,0.8480188,57.21342,1.80634,0.4653834,5.466457757,6.57868744,0
SOBOL,MOEAD,DTLZ1,3,648.6627,0.4522229,6.397835,0.712082,74.62563,2.734686,0.4980961,5.622672145,6.983252234,0
SOBOL,MOEAD,DTLZ1,3,648.6627,0.4637668,117.2044,0.9323365,172.6759,1.29416,0.242122,5.44003319,6.690797264,0
SOBOL,MOEAD,DTLZ1,3,659.1998,0.3043075,41.03975,0.5357584,2.469645,1.684238,0.230088,5.183180615,3.418031221,0
SOBOL,MOEAD,DTLZ1,3,659.1998,0.3043075,41.03975,0.5357584,2.469645,3.129873,0.230088,5.107802883,2.131610385,0
SOBOL,MOEAD,DTLZ1,3,659.1998,0.3043075,41.03975,0.5357584,2.469645,3.129873,0.4536613,4.802310017,2.575807122,0.006361901
SOBOL,MOEAD,DTLZ1,3,659.1998,0.3043075,41.03975,0.5357584,85.24672,3.129873,0.230088,5.627485926,6.053133734,0
SOBOL,MOEAD,DTLZ1,3,659.1998,0.3043075,41.03975,0.8024516,2.469645,3.129873,0.230088,5.031813403,2.514031325,0.000398934
SOBOL,MOEAD,DTLZ1,3,659.1998,0.3043075,47.68823,0.5357584,2.469645,3.129873,0.230088,5.101871956,2.607562896,3.99E-05
SOBOL,MOEAD,DTLZ1,3,659.1998,0.5141094,41.03975,0.5357584,2.469645,3.129873,0.230088,5.009399563,2.74479314,0
SOBOL,MOEAD,DTLZ1,3,684.1937,0.6861002,103.2499,0.6963501,136.4417,1.875551,0.3177604,5.505074678,6.590767766,0
SOBOL,MOEAD,DTLZ1,3,684.1937,0.6861002,103.2499,0.8292174,136.4417,1.607076,0.3177604,5.410398028,7.054033654,0
SOBOL,MOEAD,DTLZ1,3,684.1937,0.6861002,103.2499,0.8292174,136.4417,1.875551,0.3177604,5.282607772,7.117545534,0
SOBOL,MOEAD,DTLZ1,3,684.1937,0.6861002,103.2499,0.8292174,136.4417,1.875551,0.4313233,5.501580014,8.829811621,0
SOBOL,MOEAD,DTLZ1,3,684.1937,0.6861002,103.2499,0.8292174,68.07074,1.875551,0.3177604,5.284342264,5.713680983,0
SOBOL,MOEAD,DTLZ1,3,684.1937,0.6861002,98.36994,0.8292174,136.4417,1.875551,0.3177604,5.432592294,7.02231838,0
SOBOL,MOEAD,DTLZ1,3,684.1937,0.9190491,103.2499,0.8292174,136.4417,1.875551,0.3177604,5.519089624,6.645621913,0
SOBOL,MOEAD,DTLZ1,3,685.729,0.1599919,96.52399,0.552317,101.8947,2.964113,0.442915,5.581827004,6.654984259,0
SOBOL,MOEAD,DTLZ1,3,685.729,0.6200065,112.71,0.6585795,107.9469,2.1695,0.4150298,5.413149072,7.096993683,0
SOBOL,MOEAD,DTLZ1,3,708.8269,0.2076434,121.8133,0.4586621,169.626,2.574053,0.1037373,6.429946621,5.948899169,0
SOBOL,MOEAD,DTLZ1,3,708.8269,0.3666651,182.1835,0.3982426,89.23227,3.270295,0.4272441,5.449521872,5.665161481,0
SOBOL,MOEAD,DTLZ1,3,723.6601,0.170512,38.59595,0.8148664,161.9485,2.340115,0.295734,5.567030508,4.936625096,0
SOBOL,MOEAD,DTLZ1,3,723.6601,0.5943902,105.3936,0.6414478,178.3809,1.225295,0.3618857,5.22420029,7.441569521,0
SOBOL,MOEAD,DTLZ1,3,751.3575,0.1857844,157.3982,0.7363062,46.9162,2.029893,0.3786953,5.403006577,4.998303134,0
SOBOL,MOEAD,DTLZ1,3,751.3575,0.2404422,73.81483,0.3606338,190.627,3.602253,0.3136178,5.695419641,5.494301383,0
SOBOL,MOEAD,DTLZ1,3,768.2472,0.1381575,85.93497,0.5867099,182.1823,3.160156,0.2710246,5.742416655,6.765036846,0
SOBOL,MOEAD,DTLZ1,3,768.2472,0.9741377,170.738,0.5867099,182.1823,3.160156,0.2710246,5.420243579,6.138246309,0
SOBOL,MOEAD,DTLZ1,3,768.2472,0.9741377,85.93497,0.5331595,182.1823,3.160156,0.2710246,5.41059446,7.058542642,0
SOBOL,MOEAD,DTLZ1,3,768.2472,0.9741377,85.93497,0.5867099,144.0809,3.160156,0.2710246,5.371471215,6.057645274,0
SOBOL,MOEAD,DTLZ1,3,768.2472,0.9741377,85.93497,0.5867099,182.1823,3.160156,0.1816281,5.345547995,4.974844526,0
SOBOL,MOEAD,DTLZ1,3,768.2472,0.9741377,85.93497,0.5867099,182.1823,3.160156,0.2710246,5.436448473,6.109794378,0
SOBOL,MOEAD,DTLZ1,3,768.2472,0.9741377,85.93497,0.5867099,182.1823,3.800021,0.2710246,5.267531292,7.784202492,0
SOBOL,MOEAD,DTLZ1,3,779.7433,0.606134,89.14092,0.6148545,133.3273,2.681622,0.1410877,5.434927264,7.088881501,0
SOBOL,MOEAD,DTLZ1,3,779.7433,0.8730749,55.62235,0.3547776,154.5714,3.889796,0.2757395,5.349115889,6.482163557,0
SOBOL,MOEAD,DTLZ1,3,801.0441,0.1097524,91.32761,0.1205052,6.902975,3.40735,0.4364454,5.771468025,5.968550674,0
SOBOL,MOEAD,DTLZ1,3,801.0441,0.5299017,122.9334,0.4180047,36.0121,3.770655,0.3340797,5.239538923,4.948340558,0
SOBOL,MOEAD,DTLZ1,3,817.4313,0.5356833,129.8748,0.1660823,91.31531,3.318701,0.2041384,5.804587665,7.49876622,0
SOBOL,MOEAD,DTLZ1,3,817.4313,0.5356833,167.7031,0.1660823,83.20922,3.318701,0.2041384,5.679309709,4.787951582,0
SOBOL,MOEAD,DTLZ1,3,817.4313,0.5356833,167.7031,0.1660823,91.31531,1.100608,0.2041384,5.357502123,5.912286533,0
SOBOL,MOEAD,DTLZ1,3,817.4313,0.5356833,167.7031,0.1660823,91.31531,3.318701,0.2041384,5.554417595,7.060545475,0
SOBOL,MOEAD,DTLZ1,3,817.4313,0.5356833,167.7031,0.1660823,91.31531,3.318701,0.4925116,5.437628127,6.074347353,0
SOBOL,MOEAD,DTLZ1,3,817.4313,0.5356833,167.7031,0.8593249,91.31531,3.318701,0.2041384,5.439182402,6.929106121,0
SOBOL,MOEAD,DTLZ1,3,817.4313,0.5652462,167.7031,0.1660823,91.31531,3.318701,0.2041384,5.627698316,6.231900403,0
SOBOL,MOEAD,DTLZ1,3,829.0397,0.3769084,50.46956,0.4954914,19.17346,1.951097,0.1221852,5.370826315,4.288940996,0
SOBOL,MOEAD,DTLZ1,3,829.0397,0.5800162,191.9233,0.4235608,189.2572,2.792273,0.3915203,5.27712592,5.10559497,0
SOBOL,MOEAD,DTLZ1,3,83.85875,0.3769084,191.9233,0.4235608,189.2572,2.792273,0.3915203,3.382640017,5.631178035,0
SOBOL,MOEAD,DTLZ1,3,83.85875,0.5800162,191.9233,0.4235608,189.2572,1.951097,0.3915203,3.326267271,6.852623645,0
SOBOL,MOEAD,DTLZ1,3,83.85875,0.5800162,191.9233,0.4235608,189.2572,2.792273,0.1221852,3.423765469,5.718458261,0
SOBOL,MOEAD,DTLZ1,3,83.85875,0.5800162,191.9233,0.4235608,189.2572,2.792273,0.3915203,3.51318391,5.360514507,0
SOBOL,MOEAD,DTLZ1,3,83.85875,0.5800162,191.9233,0.4235608,19.17346,2.792273,0.3915203,2.083455846,4.709222709,0
SOBOL,MOEAD,DTLZ1,3,83.85875,0.5800162,191.9233,0.4954914,189.2572,2.792273,0.3915203,3.413577527,6.143215678,0
SOBOL,MOEAD,DTLZ1,3,83.85875,0.5800162,50.46956,0.4235608,189.2572,2.792273,0.3915203,3.22973681,5.132709078,0
SOBOL,MOEAD,DTLZ1,3,850.1611,0.6416,149.7916,0.8889927,148.5372,2.421449,0.458987,5.10697634,5.716402911,0
SOBOL,MOEAD,DTLZ1,3,850.1611,0.6578598,160.5674,0.2632498,111.9095,1.476901,0.3505213,5.06501364,6.614300293,0
SOBOL,MOEAD,DTLZ1,3,871.8348,0.215342,142.5884,0.8837963,117.3549,1.731514,0.1314561,5.708936735,6.646705339,0
SOBOL,MOEAD,DTLZ1,3,871.8348,0.7816569,142.5884,0.4394726,117.3549,1.731514,0.1314561,5.392295511,6.368909346,0
SOBOL,MOEAD,DTLZ1,3,871.8348,0.7816569,142.5884,0.8837963,117.3549,1.731514,0.1075794,5.340235847,6.851640542,0
SOBOL,MOEAD,DTLZ1,3,871.8348,0.7816569,142.5884,0.8837963,117.3549,1.731514,0.1314561,5.280342983,5.958272408,0
SOBOL,MOEAD,DTLZ1,3,871.8348,0.7816569,142.5884,0.8837963,117.3549,3.991919,0.1314561,5.309452109,5.991299708,0
SOBOL,MOEAD,DTLZ1,3,871.8348,0.7816569,142.5884,0.8837963,165.3436,1.731514,0.1314561,5.342843214,6.125309482,0
SOBOL,MOEAD,DTLZ1,3,871.8348,0.7816569,77.15124,0.8837963,117.3549,1.731514,0.1314561,5.389549287,7.110223251,0
SOBOL,MOEAD,DTLZ1,3,878.7555,0.4857772,10.97895,0.4711245,76.74726,1.580718,0.2180321,5.297679473,6.087111593,0
SOBOL,MOEAD,DTLZ1,3,878.7555,0.8676696,10.97895,0.4711245,76.74726,1.580718,0.2180321,5.338473148,6.100950327,0
SOBOL,MOEAD,DTLZ1,3,878.7555,0.8676696,10.97895,0.4711245,76.74726,1.580718,0.3704973,5.113077144,8.411264013,0
SOBOL,MOEAD,DTLZ1,3,878.7555,0.8676696,10.97895,0.4711245,76.74726,2.112837,0.2180321,5.216664012,7.237134626,0
SOBOL,MOEAD,DTLZ1,3,878.7555,0.8676696,10.97895,0.4711245,98.11773,1.580718,0.2180321,5.181484885,7.623217898,0
SOBOL,MOEAD,DTLZ1,3,878.7555,0.8676696,10.97895,0.9456513,76.74726,1.580718,0.2180321,5.079226248,6.324238799,0
SOBOL,MOEAD,DTLZ1,3,878.7555,0.8676696,63.61298,0.4711245,76.74726,1.580718,0.2180321,5.066229783,5.971455891,0
SOBOL,MOEAD,DTLZ1,3,898.1004,0.170512,105.3936,0.6414478,178.3809,1.225295,0.3618857,4.935326228,7.013347634,0
SOBOL,MOEAD,DTLZ1,3,898.1004,0.5943902,105.3936,0.6414478,161.9485,1.225295,0.3618857,5.087305857,5.023236962,0
SOBOL,MOEAD,DTLZ1,3,898.1004,0.5943902,105.3936,0.6414478,178.3809,1.225295,0.295734,5.015701882,7.840742999,0
SOBOL,MOEAD,DTLZ1,3,898.1004,0.5943902,105.3936,0.6414478,178.3809,1.225295,0.3618857,4.858893467,5.83578263,0
SOBOL,MOEAD,DTLZ1,3,898.1004,0.5943902,105.3936,0.6414478,178.3809,2.340115,0.3618857,5.006549333,7.476828612,0
SOBOL,MOEAD,DTLZ1,3,898.1004,0.5943902,105.3936,0.8148664,178.3809,1.225295,0.3618857,5.111470339,5.931355513,0
SOBOL,MOEAD,DTLZ1,3,898.1004,0.5943902,38.59595,0.6414478,178.3809,1.225295,0.3618857,4.87148286,5.780118779,0
SOBOL,MOEAD,DTLZ1,3,924.5688,0.1599919,112.71,0.6585795,107.9469,2.1695,0.4150298,5.093535383,7.0838298,0
SOBOL,MOEAD,DTLZ1,3,924.5688,0.6200065,112.71,0.552317,107.9469,2.1695,0.4150298,5.147974775,7.439934576,0
SOBOL,MOEAD,DTLZ1,3,924.5688,0.6200065,112.71,0.6585795,101.8947,2.1695,0.4150298,5.155405929,7.761969509,0
SOBOL,MOEAD,DTLZ1,3,924.5688,0.6200065,112.71,0.6585795,107.9469,2.1695,0.4150298,5.101394495,5.716911567,0
SOBOL,MOEAD,DTLZ1,3,924.5688,0.6200065,112.71,0.6585795,107.9469,2.1695,0.442915,5.090246392,6.988203034,0
SOBOL,MOEAD,DTLZ1,3,924.5688,0.6200065,112.71,0.6585795,107.9469,2.964113,0.4150298,5.253332817,7.102347048,0
SOBOL,MOEAD,DTLZ1,3,924.5688,0.6200065,96.52399,0.6585795,107.9469,2.1695,0.4150298,5.034700986,5.011180938,0
SOBOL,MOEAD,DTLZ1,3,932.5288,0.4019496,129.0384,0.1925305,72.33445,2.233454,0.4811329,5.252733958,6.389143297,0
SOBOL,MOEAD,DTLZ1,3,932.5288,0.4019496,129.0384,0.1925305,9.997756,1.354977,0.4811329,4.910303339,6.14428026,0.001164004
SOBOL,MOEAD,DTLZ1,3,932.5288,0.4019496,129.0384,0.1925305,9.997756,2.233454,0.4736853,4.916978801,4.322917589,0
SOBOL,MOEAD,DTLZ1,3,932.5288,0.4019496,129.0384,0.1925305,9.997756,2.233454,0.4811329,4.84963874,4.851300594,0
SOBOL,MOEAD,DTLZ1,3,932.5288,0.4019496,129.0384,0.3265319,9.997756,2.233454,0.4811329,4.715711415,3.843473129,0.000246941
SOBOL,MOEAD,DTLZ1,3,932.5288,0.4019496,136.7266,0.1925305,9.997756,2.233454,0.4811329,4.736826005,3.853752292,0
SOBOL,MOEAD,DTLZ1,3,932.5288,0.8344903,129.0384,0.1925305,9.997756,2.233454,0.4811329,4.663720475,3.784342708,0.001295253
SOBOL,MOEAD,DTLZ1,3,963.6731,0.3399426,184.7167,0.5065977,195.8121,1.983144,0.2629545,5.226516128,6.534939185,0
SOBOL,MOEAD,DTLZ1,3,963.6731,0.3399426,184.7167,0.5065977,195.8121,2.311775,0.2629545,5.30480194,6.753266005,0
SOBOL,MOEAD,DTLZ1,3,963.6731,0.3399426,184.7167,0.5065977,195.8121,2.311775,0.3226953,5.128772223,7.733157479,0
SOBOL,MOEAD,DTLZ1,3,963.6731,0.3399426,184.7167,0.5065977,49.18393,2.311775,0.2629545,5.08317033,4.767865654,0
SOBOL,MOEAD,DTLZ1,3,963.6731,0.3399426,184.7167,0.7443376,195.8121,2.311775,0.2629545,5.028269092,6.613698785,0
SOBOL,MOEAD,DTLZ1,3,963.6731,0.3399426,25.80442,0.5065977,195.8121,2.311775,0.2629545,5.125619223,6.737648396,0
SOBOL,MOEAD,DTLZ1,3,963.6731,0.7705259,184.7167,0.5065977,195.8121,2.311775,0.2629545,5.012138601,7.218054062,0
SOBOL,MOEAD,DTLZ1,3,980.9065,0.215342,77.15124,0.4394726,165.3436,3.991919,0.1075794,5.810187278,5.060200784,0
SOBOL,MOEAD,DTLZ1,3,980.9065,0.7816569,142.5884,0.8837963,117.3549,1.731514,0.1314561,5.089457475,7.335867549,0
SOBOL,MOEAD,DTLZ1,3,992.9461,0.3043075,41.03975,0.5357584,2.469645,3.129873,0.230088,4.630852656,2.445660536,0.010216453
SOBOL,MOEAD,DTLZ1,3,992.9461,0.5141094,47.68823,0.8024516,85.24672,1.684238,0.4536613,5.055994208,7.101831529,0
MorrisLHS,MOEAD,IDTLZ2,3,101.404,0.7490828,152.6355,0.4552342,47.4252,2.690735,0.3519146,0.001814695,0.010212895,0.008379716
MorrisLHS,MOEAD,IDTLZ2,3,101.404,0.8903467,152.6355,0.4552342,189.2882,2.690735,0.3519146,0.004183565,0.029424363,0.039718003
MorrisLHS,MOEAD,IDTLZ2,3,101.404,0.8903467,152.6355,0.4552342,47.4252,2.690735,0.3519146,0.001504401,0.010037719,0.009002271
MorrisLHS,MOEAD,IDTLZ2,3,101.404,0.8903467,152.6355,0.4552342,47.4252,2.690735,0.3845033,0.001407296,0.011618574,0.01032084
MorrisLHS,MOEAD,IDTLZ2,3,101.404,0.8903467,152.6355,0.4552342,47.4252,3.008278,0.3519146,0.001514193,0.008075309,0.009954661
MorrisLHS,MOEAD,IDTLZ2,3,101.404,0.8903467,152.6355,0.5970992,47.4252,2.690735,0.3519146,0.001327517,0.011128925,0.007048043
MorrisLHS,MOEAD,IDTLZ2,3,101.404,0.8903467,169.5434,0.4552342,47.4252,2.690735,0.3519146,0.001536152,0.01037727,0.007399494
MorrisLHS,MOEAD,IDTLZ2,3,124.3241,0.5896376,39.11428,0.4787832,113.9253,1.778333,0.4820522,0.003550149,0.014051871,0.023392756
MorrisLHS,MOEAD,IDTLZ2,3,153.156,0.5292019,101.9099,0.7834421,6.737146,2.601006,0.4409254,0.001368936,0.00265738,0.003990389
MorrisLHS,MOEAD,IDTLZ2,3,183.6233,0.3942897,86.72777,0.2786548,176.6071,1.394732,0.4588277,0.004138807,0.031992081,0.034434391
MorrisLHS,MOEAD,IDTLZ2,3,198.6519,0.6877692,80.92198,0.554675,14.62436,3.342641,0.2065209,0.001214632,0.003636371,0.004582102
MorrisLHS,MOEAD,IDTLZ2,3,20.73078,0.8593933,143.5797,0.3874919,30.48725,1.191546,0.1338358,0.010773122,0.022906186,0.01284782
MorrisLHS,MOEAD,IDTLZ2,3,238.4127,0.3895079,148.9182,0.5819946,198.342,2.028916,0.4353941,0.003004066,0.020840622,0.031536856
MorrisLHS,MOEAD,IDTLZ2,3,252.4963,0.1280953,61.55616,0.6388573,169.0129,1.886807,0.4077759,0.005195958,0.0170417,0.020575879
MorrisLHS,MOEAD,IDTLZ2,3,252.4963,0.1280953,61.55616,0.6388573,169.0129,2.254612,0.2237167,0.006517792,0.011384285,0.021517029
MorrisLHS,MOEAD,IDTLZ2,3,252.4963,0.1280953,61.55616,0.6388573,169.0129,2.254612,0.4077759,0.005024176,0.014634299,0.017713368
MorrisLHS,MOEAD,IDTLZ2,3,252.4963,0.1280953,61.55616,0.6388573,64.13753,2.254612,0.4077759,0.005085979,0.010527393,0.018099441
MorrisLHS,MOEAD,IDTLZ2,3,252.4963,0.1280953,61.55616,0.8546648,169.0129,2.254612,0.4077759,0.005688666,0.013115388,0.024674826
MorrisLHS,MOEAD,IDTLZ2,3,252.4963,0.1280953,94.61412,0.6388573,169.0129,2.254612,0.4077759,0.005085968,0.012178687,0.022935381
MorrisLHS,MOEAD,IDTLZ2,3,252.4963,0.1635307,61.55616,0.6388573,169.0129,2.254612,0.4077759,0.00535122,0.013949397,0.019931841
MorrisLHS,MOEAD,IDTLZ2,3,282.4497,0.4303587,51.76325,0.1707912,128.4032,3.998668,0.1087684,0.004622289,0.012997282,0.020589513
MorrisLHS,MOEAD,IDTLZ2,3,282.4497,0.9492281,51.76325,0.1707912,128.4032,3.20606,0.1087684,0.002359433,0.020989438,0.021116918
MorrisLHS,MOEAD,IDTLZ2,3,282.4497,0.9492281,51.76325,0.1707912,128.4032,3.998668,0.1087684,0.003112012,0.009133286,0.016203062
MorrisLHS,MOEAD,IDTLZ2,3,282.4497,0.9492281,51.76325,0.1707912,128.4032,3.998668,0.2565197,0.003545307,0.014016918,0.028145392
MorrisLHS,MOEAD,IDTLZ2,3,282.4497,0.9492281,51.76325,0.1707912,97.19297,3.998668,0.1087684,0.002905607,0.010656738,0.015738676
MorrisLHS,MOEAD,IDTLZ2,3,282.4497,0.9492281,51.76325,0.6752753,128.4032,3.998668,0.1087684,0.002323513,0.010585399,0.018394759
MorrisLHS,MOEAD,IDTLZ2,3,282.4497,0.9492281,75.75384,0.1707912,128.4032,3.998668,0.1087684,0.002931579,0.009910938,0.021890444
MorrisLHS,MOEAD,IDTLZ2,3,299.0085,0.6386742,18.4595,0.2895614,82.33785,3.692688,0.164128,0.003149332,0.010991064,0.021080811
MorrisLHS,MOEAD,IDTLZ2,3,299.0085,0.6545927,171.9932,0.2895614,82.33785,3.692688,0.164128,0.002511815,0.01067932,0.020678644
MorrisLHS,MOEAD,IDTLZ2,3,299.0085,0.6545927,18.4595,0.2895614,140.6756,3.692688,0.164128,0.003200498,0.00810585,0.018658569
MorrisLHS,MOEAD,IDTLZ2,3,299.0085,0.6545927,18.4595,0.2895614,82.33785,3.450676,0.164128,0.002548506,0.011429268,0.017975749
MorrisLHS,MOEAD,IDTLZ2,3,299.0085,0.6545927,18.4595,0.2895614,82.33785,3.692688,0.164128,0.002961461,0.008786358,0.014860329
MorrisLHS,MOEAD,IDTLZ2,3,299.0085,0.6545927,18.4595,0.2895614,82.33785,3.692688,0.2700121,0.002648568,0.008052639,0.01272585
MorrisLHS,MOEAD,IDTLZ2,3,299.0085,0.6545927,18.4595,0.324624,82.33785,3.692688,0.164128,0.002577771,0.006377681,0.012704618
MorrisLHS,MOEAD,IDTLZ2,3,320.2575,0.1869909,106.0052,0.3414263,135.558,1.633878,0.1764679,0.004617653,0.012089228,0.016734541
MorrisLHS,MOEAD,IDTLZ2,3,341.1115,0.5089104,46.47204,0.1275432,8.55797,2.891829,0.2650577,0.001461677,0.00765451,0.009813182
MorrisLHS,MOEAD,IDTLZ2,3,341.1115,0.5089104,46.47204,0.2380238,159.1056,2.891829,0.2650577,0.002842192,0.013905069,0.0221843
MorrisLHS,MOEAD,IDTLZ2,3,341.1115,0.5089104,46.47204,0.2380238,8.55797,2.49386,0.2650577,0.001516784,0.004796583,0.008085763
MorrisLHS,MOEAD,IDTLZ2,3,341.1115,0.5089104,46.47204,0.2380238,8.55797,2.891829,0.1453892,0.00152561,0.004903115,0.00577278
MorrisLHS,MOEAD,IDTLZ2,3,341.1115,0.5089104,46.47204,0.2380238,8.55797,2.891829,0.2650577,0.001435631,0.004955063,0.006046117
MorrisLHS,MOEAD,IDTLZ2,3,341.1115,0.5089104,69.26987,0.2380238,8.55797,2.891829,0.2650577,0.001261763,0.006323516,0.00717627
MorrisLHS,MOEAD,IDTLZ2,3,341.1115,0.5717419,46.47204,0.2380238,8.55797,2.891829,0.2650577,0.001339664,0.004625525,0.005767306
MorrisLHS,MOEAD,IDTLZ2,3,376.3067,0.6545927,18.4595,0.2895614,82.33785,3.692688,0.164128,0.003325993,0.006506019,0.013079253
MorrisLHS,MOEAD,IDTLZ2,3,408.0363,0.4703854,39.11428,0.4787832,113.9253,1.778333,0.4820522,0.002298828,0.013980725,0.019318974
MorrisLHS,MOEAD,IDTLZ2,3,408.0363,0.5896376,34.88164,0.4787832,113.9253,1.778333,0.4820522,0.002611647,0.013765149,0.017366264
MorrisLHS,MOEAD,IDTLZ2,3,408.0363,0.5896376,39.11428,0.4787832,113.9253,1.010841,0.4820522,0.002247773,0.017288567,0.022350051
MorrisLHS,MOEAD,IDTLZ2,3,408.0363,0.5896376,39.11428,0.4787832,113.9253,1.778333,0.3212328,0.002428232,0.016002721,0.025662967
MorrisLHS,MOEAD,IDTLZ2,3,408.0363,0.5896376,39.11428,0.4787832,113.9253,1.778333,0.4820522,0.002329223,0.016897079,0.021741336
MorrisLHS,MOEAD,IDTLZ2,3,408.0363,0.5896376,39.11428,0.4787832,68.30063,1.778333,0.4820522,0.001891626,0.01097918,0.016334031
MorrisLHS,MOEAD,IDTLZ2,3,408.0363,0.5896376,39.11428,0.9925902,113.9253,1.778333,0.4820522,0.00258116,0.014341797,0.022317626
MorrisLHS,MOEAD,IDTLZ2,3,427.3149,0.5089104,46.47204,0.2380238,8.55797,2.891829,0.2650577,0.001674522,0.005004616,0.004847706
MorrisLHS,MOEAD,IDTLZ2,3,444.0496,0.6877692,134.0323,0.554675,14.62436,3.342641,0.2065209,0.001384496,0.003903871,0.006320652
MorrisLHS,MOEAD,IDTLZ2,3,444.0496,0.6877692,80.92198,0.554675,14.62436,1.507432,0.2065209,0.001449215,0.004239749,0.007454293
MorrisLHS,MOEAD,IDTLZ2,3,444.0496,0.6877692,80.92198,0.554675,14.62436,3.342641,0.2065209,0.001180843,0.004588919,0.006276057
MorrisLHS,MOEAD,IDTLZ2,3,444.0496,0.6877692,80.92198,0.554675,14.62436,3.342641,0.4918794,0.001174167,0.00430455,0.006149948
MorrisLHS,MOEAD,IDTLZ2,3,444.0496,0.6877692,80.92198,0.554675,149.1337,3.342641,0.2065209,0.002313362,0.017433514,0.025695462
MorrisLHS,MOEAD,IDTLZ2,3,444.0496,0.6877692,80.92198,0.7211062,14.62436,3.342641,0.2065209,0.00133959,0.003206535,0.004145232
MorrisLHS,MOEAD,IDTLZ2,3,444.0496,0.9939787,80.92198,0.554675,14.62436,3.342641,0.2065209,0.001206942,0.004686352,0.005330995
MorrisLHS,MOEAD,IDTLZ2,3,481.0042,0.3942897,118.7651,0.2786548,176.6071,1.394732,0.4588277,0.002711035,0.020822083,0.027096047
MorrisLHS,MOEAD,IDTLZ2,3,481.0042,0.3942897,86.72777,0.1535334,176.6071,1.394732,0.4588277,0.002672898,0.030338422,0.031075526
MorrisLHS,MOEAD,IDTLZ2,3,481.0042,0.3942897,86.72777,0.2786548,163.3844,1.394732,0.4588277,0.002692064,0.025677325,0.03957847
MorrisLHS,MOEAD,IDTLZ2,3,481.0042,0.3942897,86.72777,0.2786548,176.6071,1.394732,0.2958406,0.002714376,0.025293159,0.019591601
MorrisLHS,MOEAD,IDTLZ2,3,481.0042,0.3942897,86.72777,0.2786548,176.6071,1.394732,0.4588277,0.002541872,0.023892554,0.030168259
MorrisLHS,MOEAD,IDTLZ2,3,481.0042,0.3942897,86.72777,0.2786548,176.6071,1.549999,0.4588277,0.002509229,0.014198698,0.026732274
MorrisLHS,MOEAD,IDTLZ2,3,481.0042,0.4557393,86.72777,0.2786548,176.6071,1.394732,0.4588277,0.002433862,0.02422105,0.02134589
MorrisLHS,MOEAD,IDTLZ2,3,502.7755,0.217514,84.10042,0.5378409,34.46511,2.077839,0.3426634,0.002752884,0.008436527,0.010918045
MorrisLHS,MOEAD,IDTLZ2,3,502.7755,0.2367688,58.15497,0.5378409,34.46511,2.077839,0.3426634,0.002370827,0.0063971,0.008588587
MorrisLHS,MOEAD,IDTLZ2,3,502.7755,0.2367688,84.10042,0.5378409,34.46511,1.318621,0.3426634,0.001960416,0.011848126,0.012106632
MorrisLHS,MOEAD,IDTLZ2,3,502.7755,0.2367688,84.10042,0.5378409,34.46511,2.077839,0.3426634,0.002581482,0.006719892,0.007647125
