method,algo,problem,dim,pop,pSBX,sbxDI,pm,pmDI,tournament,GD,IGD,HV
Morris,NSGAIII,WFG3,3,643.6364,0.7545455,128,0.4272727,164,3.454545,0.046015776,0.013600922,0.005828471
Morris,NSGAIII,WFG3,3,643.6364,0.7545455,128,0.4272727,56,3.454545,0.045467237,0.015225404,0.006115111
Morris,NSGAIII,WFG3,3,643.6364,0.9181818,182,0.6727273,110,6.363636,0.046123552,0.014062943,0.006079349
Morris,NSGAIII,WFG3,3,732.7273,0.4272727,164,0.1818182,182,4.181818,0.045856328,0.012718539,0.00652578
Morris,NSGAIII,WFG3,3,732.7273,0.4272727,164,0.1818182,182,8.545455,0.046608001,0.015963803,0.008727812
Morris,NSGAIII,WFG3,3,732.7273,0.4272727,56,0.1818182,182,4.181818,0.04518859,0.018069756,0.006125395
Morris,NSGAIII,WFG3,3,732.7273,0.4272727,56,0.1818182,74,4.181818,0.045427236,0.019508256,0.007694483
Morris,NSGAIII,WFG3,3,732.7273,0.9181818,56,0.1818182,74,4.181818,0.046236445,0.014926072,0.006399484
Morris,NSGAIII,WFG3,3,732.7273,0.9181818,56,0.6727273,74,4.181818,0.045854567,0.019544377,0.008376349
Morris,NSGAIII,WFG3,3,821.8182,0.1,146,0.1,128,4.909091,0.043442983,0.018172815,0.007199973
Morris,NSGAIII,WFG3,3,821.8182,0.1,146,0.5909091,128,4.909091,0.044312717,0.02087274,0.006151305
Morris,NSGAIII,WFG3,3,821.8182,0.1,38,0.1,128,4.909091,0.042975216,0.020932044,0.007698114
Morris,NSGAIII,WFG3,3,821.8182,0.2636364,74,0.4272727,56,4.181818,0.045333959,0.018313262,0.007572504
Morris,NSGAIII,WFG3,3,821.8182,0.2636364,74,0.9181818,56,4.181818,0.045527995,0.015870515,0.007503603
Morris,NSGAIII,WFG3,3,821.8182,0.3454545,20,1,200,8.545455,0.046191608,0.017003857,0.005939926
Morris,NSGAIII,WFG3,3,821.8182,0.3454545,20,1,92,4.181818,0.045766225,0.014762933,0.006447964
Morris,NSGAIII,WFG3,3,821.8182,0.3454545,20,1,92,8.545455,0.046440389,0.017471249,0.006507248
Morris,NSGAIII,WFG3,3,821.8182,0.4272727,110,0.3454545,200,7.818182,0.04614288,0.022305717,0.007504461
Morris,NSGAIII,WFG3,3,821.8182,0.4272727,110,0.3454545,92,7.818182,0.045909825,0.01603622,0.005036069
Morris,NSGAIII,WFG3,3,821.8182,0.4272727,182,0.5090909,20,6.363636,0.04593839,0.016746055,0.007030979
Morris,NSGAIII,WFG3,3,821.8182,0.4272727,2,0.3454545,200,7.818182,0.04686022,0.017628321,0.007882177
Morris,NSGAIII,WFG3,3,821.8182,0.4272727,2,0.8363636,200,3.454545,0.045991298,0.014467435,0.006093093
Morris,NSGAIII,WFG3,3,821.8182,0.4272727,2,0.8363636,200,7.818182,0.047262898,0.017873437,0.005183572
Morris,NSGAIII,WFG3,3,821.8182,0.5090909,146,0.6727273,56,3.454545,0.045628021,0.017497647,0.005546102
Morris,NSGAIII,WFG3,3,821.8182,0.5909091,38,0.1,128,4.909091,0.045605111,0.013938402,0.005854663
Morris,NSGAIII,WFG3,3,821.8182,0.5909091,38,0.1,20,4.909091,0.046104974,0.015752157,0.006968063
Morris,NSGAIII,WFG3,3,821.8182,0.5909091,38,0.1,20,9.272727,0.046388119,0.018115497,0.006593328
Morris,NSGAIII,WFG3,3,821.8182,0.7545455,182,0.4272727,164,4.181818,0.045967909,0.015705031,0.007516771
Morris,NSGAIII,WFG3,3,821.8182,0.7545455,182,0.4272727,164,8.545455,0.046789756,0.018280242,0.008542142
Morris,NSGAIII,WFG3,3,821.8182,0.7545455,182,0.4272727,56,4.181818,0.046022486,0.015736306,0.005925582
Morris,NSGAIII,WFG3,3,821.8182,0.7545455,74,0.4272727,56,4.181818,0.046097071,0.015578475,0.00579843
Morris,NSGAIII,WFG3,3,821.8182,0.8363636,128,1,200,8.545455,0.04617071,0.013202021,0.005154196
Morris,NSGAIII,WFG3,3,821.8182,0.8363636,20,1,200,8.545455,0.046509169,0.02003899,0.006376749
Morris,NSGAIII,WFG3,3,821.8182,0.9181818,146,0.1818182,56,6.363636,0.046107541,0.01606019,0.007160037
Morris,NSGAIII,WFG3,3,821.8182,0.9181818,182,0.5090909,20,6.363636,0.0463449,0.015006711,0.005407807
Morris,NSGAIII,WFG3,3,821.8182,0.9181818,38,0.1818182,56,6.363636,0.046138631,0.013828611,0.005203349
Morris,NSGAIII,WFG3,3,821.8182,0.9181818,38,0.6727273,56,6.363636,0.046147089,0.016569631,0.006416558
Morris,NSGAIII,WFG3,3,821.8182,1,146,0.6727273,56,3.454545,0.045883968,0.014563151,0.005903518
Morris,NSGAIII,WFG3,3,821.8182,1,38,0.1818182,164,3.454545,0.046085732,0.017448281,0.006724296
Morris,NSGAIII,WFG3,3,821.8182,1,38,0.1818182,164,7.818182,0.046289054,0.020685412,0.007406048
Morris,NSGAIII,WFG3,3,821.8182,1,38,0.6727273,164,3.454545,0.045992593,0.015372931,0.006820044
Morris,NSGAIII,WFG3,3,821.8182,1,38,0.6727273,56,3.454545,0.045481989,0.016636207,0.007429224
Morris,NSGAIII,WFG3,3,910.9091,0.2636364,200,0.2636364,20,3.454545,0.045000122,0.022065944,0.008151445
Morris,NSGAIII,WFG3,3,910.9091,0.2636364,92,0.2636364,20,3.454545,0.044978284,0.018342611,0.006749009
Morris,NSGAIII,WFG3,3,910.9091,0.4272727,92,0.1,164,4.181818,0.045324126,0.015339973,0.006411358
Morris,NSGAIII,WFG3,3,910.9091,0.4272727,92,0.1,56,4.181818,0.045140404,0.018664191,0.006474808
Morris,NSGAIII,WFG3,3,910.9091,0.9181818,200,0.5909091,164,4.181818,0.045996732,0.015140523,0.005699189
Morris,NSGAIII,WFG3,3,910.9091,0.9181818,92,0.1,164,4.181818,0.046047011,0.016043875,0.005021938
Morris,NSGAIII,WFG3,3,910.9091,0.9181818,92,0.5909091,164,4.181818,0.046137524,0.013597485,0.005712037
MorrisLHS,NSGAIII,DTLZ3,3,116.0133,0.2965348,112.9033,0.2059341,7.20662,9.052504,35.38188637,15.30338263,0
MorrisLHS,NSGAIII,DTLZ3,3,116.0133,0.2965348,171.8112,0.2059341,47.55095,9.052504,36.48669717,17.04019424,0
MorrisLHS,NSGAIII,DTLZ3,3,116.0133,0.2965348,171.8112,0.2059341,7.20662,4.062706,31.79916859,15.68709677,0
MorrisLHS,NSGAIII,DTLZ3,3,116.0133,0.2965348,171.8112,0.2059341,7.20662,9.052504,34.84724618,13.7899987,0
MorrisLHS,NSGAIII,DTLZ3,3,116.0133,0.2965348,171.8112,0.8516723,7.20662,9.052504,35.77896055,14.63551262,0
MorrisLHS,NSGAIII,DTLZ3,3,116.0133,0.6101521,171.8112,0.2059341,7.20662,9.052504,26.06452955,12.72077251,0
MorrisLHS,NSGAIII,DTLZ3,3,127.7547,0.4946332,180.2175,0.9915953,56.6223,8.6414,32.91747501,11.78285037,0
MorrisLHS,NSGAIII,DTLZ3,3,160.8069,0.2629162,33.25825,0.9198794,16.21777,3.73154,43.44236132,14.9078285,0
MorrisLHS,NSGAIII,DTLZ3,3,177.7116,0.3811873,108.7743,0.1212871,116.042,5.176813,41.79478381,17.79583081,0
MorrisLHS,NSGAIII,DTLZ3,3,177.7116,0.3811873,108.7743,0.1212871,116.042,6.773207,43.60621585,16.02048129,0
MorrisLHS,NSGAIII,DTLZ3,3,177.7116,0.3811873,108.7743,0.1212871,32.90651,5.176813,42.3759912,12.46681069,0
MorrisLHS,NSGAIII,DTLZ3,3,177.7116,0.3811873,108.7743,0.8922917,116.042,5.176813,43.39789768,17.99253886,0
MorrisLHS,NSGAIII,DTLZ3,3,177.7116,0.3811873,22.8208,0.1212871,116.042,5.176813,44.73887737,21.63970878,0
MorrisLHS,NSGAIII,DTLZ3,3,177.7116,0.7652343,108.7743,0.1212871,116.042,5.176813,31.42384709,9.167544681,0
MorrisLHS,NSGAIII,DTLZ3,3,204.3221,0.5079991,122.8393,0.1519547,146.1274,6.944088,41.08297647,15.70788122,0
MorrisLHS,NSGAIII,DTLZ3,3,204.3221,0.5079991,122.8393,0.229215,146.1274,6.944088,40.90458374,12.10380364,0
MorrisLHS,NSGAIII,DTLZ3,3,204.3221,0.5079991,122.8393,0.229215,146.1274,8.565906,42.11060342,14.79020653,0
MorrisLHS,NSGAIII,DTLZ3,3,204.3221,0.5079991,122.8393,0.229215,30.0484,6.944088,41.76150811,12.71574938,0
MorrisLHS,NSGAIII,DTLZ3,3,204.3221,0.5079991,43.90817,0.229215,146.1274,6.944088,41.45310077,14.50459171,0
MorrisLHS,NSGAIII,DTLZ3,3,204.3221,0.9348757,122.8393,0.229215,146.1274,6.944088,31.12032356,12.27042899,0
MorrisLHS,NSGAIII,DTLZ3,3,235.1494,0.6465929,5.197351,0.451281,2.740471,2.250334,51.4384583,13.87806447,0
MorrisLHS,NSGAIII,DTLZ3,3,248.8468,0.3318813,5.197351,0.451281,2.740471,2.250334,53.3416413,22.89114171,0
MorrisLHS,NSGAIII,DTLZ3,3,248.8468,0.6465929,29.17316,0.451281,2.740471,2.250334,41.34508028,11.67637901,0
MorrisLHS,NSGAIII,DTLZ3,3,248.8468,0.6465929,5.197351,0.4154813,2.740471,2.250334,50.8897154,17.2006254,0
MorrisLHS,NSGAIII,DTLZ3,3,248.8468,0.6465929,5.197351,0.451281,2.740471,2.250334,51.23654314,15.63121084,0
MorrisLHS,NSGAIII,DTLZ3,3,248.8468,0.6465929,5.197351,0.451281,2.740471,4.716035,53.79389602,18.2230665,0
MorrisLHS,NSGAIII,DTLZ3,3,248.8468,0.6465929,5.197351,0.451281,88.65205,2.250334,51.4586199,20.91637923,0
MorrisLHS,NSGAIII,DTLZ3,3,27.08022,0.7828891,101.8071,0.7883556,151.139,3.115708,11.87284501,15.66135701,0
MorrisLHS,NSGAIII,DTLZ3,3,276.7504,0.1899941,152.6633,0.3184991,142.8849,2.073315,65.00811937,21.919226,0
MorrisLHS,NSGAIII,DTLZ3,3,276.7504,0.1899941,152.6633,0.5332336,142.8849,2.073315,65.40716343,25.41873882,0
MorrisLHS,NSGAIII,DTLZ3,3,276.7504,0.1899941,152.6633,0.5332336,142.8849,4.494971,67.38537237,29.93499925,0
MorrisLHS,NSGAIII,DTLZ3,3,276.7504,0.1899941,152.6633,0.5332336,191.3787,2.073315,66.58514086,24.66768008,0
MorrisLHS,NSGAIII,DTLZ3,3,276.7504,0.1899941,60.25713,0.5332336,142.8849,2.073315,64.33897768,26.89384486,0
MorrisLHS,NSGAIII,DTLZ3,3,276.7504,0.6976269,152.6633,0.5332336,142.8849,2.073315,42.28540495,15.66369929,0
MorrisLHS,NSGAIII,DTLZ3,3,312.6097,0.1463574,140.4241,0.6189176,156.1528,5.915713,77.33084485,22.10207796,0
MorrisLHS,NSGAIII,DTLZ3,3,312.6097,0.3217934,140.4241,0.2953015,156.1528,5.915713,63.1614058,21.83925284,0
MorrisLHS,NSGAIII,DTLZ3,3,312.6097,0.3217934,140.4241,0.6189176,156.1528,5.915713,61.97763876,23.38606497,0
MorrisLHS,NSGAIII,DTLZ3,3,312.6097,0.3217934,140.4241,0.6189176,156.1528,7.668131,64.72577627,19.49060433,0
MorrisLHS,NSGAIII,DTLZ3,3,312.6097,0.3217934,140.4241,0.6189176,37.69799,5.915713,61.73189157,22.12932864,0
MorrisLHS,NSGAIII,DTLZ3,3,312.6097,0.3217934,64.10296,0.6189176,156.1528,5.915713,62.02058683,21.62208568,0
MorrisLHS,NSGAIII,DTLZ3,3,330.248,0.1290467,134.9492,0.5583233,130.9458,9.410695,83.88098331,31.56180491,0
MorrisLHS,NSGAIII,DTLZ3,3,362.4157,0.5613132,39.99713,0.3618285,161.4097,6.06458,59.90543107,20.18261966,0
MorrisLHS,NSGAIII,DTLZ3,3,362.4157,0.5613132,9.560549,0.3353076,161.4097,6.06458,64.56108231,20.07705141,0
MorrisLHS,NSGAIII,DTLZ3,3,362.4157,0.5613132,9.560549,0.3618285,161.4097,6.06458,65.37638864,19.72654955,0
MorrisLHS,NSGAIII,DTLZ3,3,362.4157,0.5613132,9.560549,0.3618285,161.4097,8.219516,64.99136154,18.85254253,0
MorrisLHS,NSGAIII,DTLZ3,3,362.4157,0.5613132,9.560549,0.3618285,196.0163,6.06458,65.66203637,18.23365445,0
MorrisLHS,NSGAIII,DTLZ3,3,362.4157,0.995291,9.560549,0.3618285,161.4097,6.06458,57.52971977,12.59687751,0
MorrisLHS,NSGAIII,DTLZ3,3,385.6359,0.1899941,152.6633,0.5332336,142.8849,2.073315,76.63919526,30.09129755,0
MorrisLHS,NSGAIII,DTLZ3,3,400.542,0.2965348,171.8112,0.2059341,7.20662,9.052504,74.61803075,25.42606779,0
MorrisLHS,NSGAIII,DTLZ3,3,412.3661,0.2090022,119.5377,0.7540609,108.09,4.362789,77.37567574,32.53927153,0
MorrisLHS,NSGAIII,DTLZ3,3,438.9354,0.2629162,193.4685,0.9198794,16.21777,3.73154,73.35190839,17.3382582,0
MorrisLHS,NSGAIII,DTLZ3,3,438.9354,0.2629162,33.25825,0.7237032,16.21777,3.73154,72.48279672,25.057605,0
MorrisLHS,NSGAIII,DTLZ3,3,438.9354,0.2629162,33.25825,0.9198794,16.21777,3.73154,73.90630849,26.17751654,0
MorrisLHS,NSGAIII,DTLZ3,3,438.9354,0.2629162,33.25825,0.9198794,16.21777,7.122593,74.67193685,31.23597406,0
MorrisLHS,NSGAIII,DTLZ3,3,438.9354,0.2629162,33.25825,0.9198794,182.5061,3.73154,77.09198357,28.80919983,0
MorrisLHS,NSGAIII,DTLZ3,3,438.9354,0.5876903,33.25825,0.9198794,16.21777,3.73154,66.15134131,19.80979102,0
MorrisLHS,NSGAIII,DTLZ3,3,474.7304,0.6348217,166.1399,0.6856517,99.57607,5.337112,65.44428204,24.59671673,0
MorrisLHS,NSGAIII,DTLZ3,3,509.4148,0.1025088,156.4793,0.2793041,79.56391,6.262532,91.57250495,40.11525525,0
MorrisLHS,NSGAIII,DTLZ3,3,509.4148,0.3521266,149.8337,0.2793041,79.56391,6.262532,75.41368146,26.70601578,0
MorrisLHS,NSGAIII,DTLZ3,3,509.4148,0.3521266,156.4793,0.2793041,63.19996,6.262532,77.12691325,26.28576582,0
MorrisLHS,NSGAIII,DTLZ3,3,509.4148,0.3521266,156.4793,0.2793041,79.56391,3.263384,73.89073631,25.19221871,0
MorrisLHS,NSGAIII,DTLZ3,3,509.4148,0.3521266,156.4793,0.2793041,79.56391,6.262532,76.08439341,23.55355727,0
MorrisLHS,NSGAIII,DTLZ3,3,509.4148,0.3521266,156.4793,0.5133947,79.56391,6.262532,76.55182006,17.42017727,0
MorrisLHS,NSGAIII,DTLZ3,3,525.0021,0.3521266,156.4793,0.2793041,79.56391,6.262532,75.34385595,25.48866239,0
MorrisLHS,NSGAIII,DTLZ3,3,545.8993,0.4700243,13.5125,0.9539252,52.75168,7.988358,78.29336221,27.38451538,0
MorrisLHS,NSGAIII,DTLZ3,3,545.8993,0.4700243,48.58394,0.7367872,52.75168,7.988358,76.43266211,32.48871576,0
MorrisLHS,NSGAIII,DTLZ3,3,545.8993,0.4700243,48.58394,0.9539252,124.0835,7.988358,75.18279011,22.50649953,0
MorrisLHS,NSGAIII,DTLZ3,3,545.8993,0.4700243,48.58394,0.9539252,52.75168,7.391187,76.52977191,30.27197622,0
MorrisLHS,NSGAIII,DTLZ3,3,545.8993,0.4700243,48.58394,0.9539252,52.75168,7.988358,77.93399143,25.86243269,0
MorrisLHS,NSGAIII,DTLZ3,3,545.8993,0.6843306,48.58394,0.9539252,52.75168,7.988358,71.56579562,23.87698959,0
MorrisLHS,NSGAIII,DTLZ3,3,572.9598,0.2572487,21.08343,0.659702,127.0384,2.961744,83.48081354,29.96160206,0
MorrisLHS,NSGAIII,DTLZ3,3,583.7374,0.3811873,108.7743,0.1212871,116.042,5.176813,79.88573353,30.92329198,0
MorrisLHS,NSGAIII,DTLZ3,3,59.42,0.8037641,187.9666,0.5000018,140.3513,3.929603,10.20923648,9.048968147,0
MorrisLHS,NSGAIII,DTLZ3,3,614.3543,0.8037641,187.9666,0.2371265,140.3513,3.929603,69.46701531,26.91751729,0
MorrisLHS,NSGAIII,DTLZ3,3,614.3543,0.8037641,187.9666,0.5000018,140.3513,2.779968,68.35331515,27.52213127,0
MorrisLHS,NSGAIII,DTLZ3,3,614.3543,0.8037641,187.9666,0.5000018,140.3513,3.929603,69.5481304,18.57502218,0
MorrisLHS,NSGAIII,DTLZ3,3,614.3543,0.8037641,187.9666,0.5000018,24.7576,3.929603,70.41287739,27.26322896,0
MorrisLHS,NSGAIII,DTLZ3,3,614.3543,0.8037641,82.36376,0.5000018,140.3513,3.929603,69.7839274,19.73839985,0
MorrisLHS,NSGAIII,DTLZ3,3,614.3543,0.9617564,187.9666,0.5000018,140.3513,3.929603,67.85584321,18.67835428,0
MorrisLHS,NSGAIII,DTLZ3,3,634.8035,0.4700243,48.58394,0.9539252,52.75168,7.988358,80.17219436,27.05163831,0
MorrisLHS,NSGAIII,DTLZ3,3,678.3462,0.5613132,9.560549,0.3618285,161.4097,6.06458,80.14574726,26.15835205,0
MorrisLHS,NSGAIII,DTLZ3,3,70.02629,0.2090022,119.5377,0.67068,108.09,4.362789,26.92415419,13.75637117,0
MorrisLHS,NSGAIII,DTLZ3,3,70.02629,0.2090022,119.5377,0.7540609,108.09,4.362789,25.43616498,13.43295693,0
MorrisLHS,NSGAIII,DTLZ3,3,70.02629,0.2090022,119.5377,0.7540609,108.09,4.942032,26.89851103,13.9454656,0
MorrisLHS,NSGAIII,DTLZ3,3,70.02629,0.2090022,119.5377,0.7540609,20.26951,4.362789,25.36846654,13.91087684,0
MorrisLHS,NSGAIII,DTLZ3,3,70.02629,0.2090022,130.3278,0.7540609,108.09,4.362789,26.45269156,13.33894268,0
MorrisLHS,NSGAIII,DTLZ3,3,70.02629,0.8781157,119.5377,0.7540609,108.09,4.362789,12.18362998,12.19315885,0
MorrisLHS,NSGAIII,DTLZ3,3,700.2228,0.898259,91.93089,0.3890834,189.8194,7.594765,71.3352612,21.23437832,0
MorrisLHS,NSGAIII,DTLZ3,3,708.9766,0.4450232,101.8071,0.7883556,151.139,3.115708,83.49302089,38.01795477,0
MorrisLHS,NSGAIII,DTLZ3,3,708.9766,0.7828891,101.8071,0.1713247,151.139,3.115708,74.73392314,23.70909481,0
MorrisLHS,NSGAIII,DTLZ3,3,708.9766,0.7828891,101.8071,0.7883556,151.139,2.50756,75.28189362,27.32278509,0
MorrisLHS,NSGAIII,DTLZ3,3,708.9766,0.7828891,101.8071,0.7883556,151.139,3.115708,74.78967481,22.7106192,0
MorrisLHS,NSGAIII,DTLZ3,3,708.9766,0.7828891,101.8071,0.7883556,177.7438,3.115708,75.36166156,18.23914084,0
MorrisLHS,NSGAIII,DTLZ3,3,708.9766,0.7828891,70.73571,0.7883556,151.139,3.115708,75.71899333,22.91671361,0
MorrisLHS,NSGAIII,DTLZ3,3,737.1475,0.751564,53.94475,0.6046445,45.89143,6.408855,77.33137159,24.05655013,0
MorrisLHS,NSGAIII,DTLZ3,3,737.1475,0.9304022,53.94475,0.6046445,45.89143,6.408855,74.211135,21.02599363,0
MorrisLHS,NSGAIII,DTLZ3,3,737.1475,0.9304022,53.94475,0.6046445,45.89143,9.338419,74.15507672,17.16602836,0
MorrisLHS,NSGAIII,DTLZ3,3,737.1475,0.9304022,53.94475,0.6046445,84.97304,6.408855,73.39782006,25.02663553,0
MorrisLHS,NSGAIII,DTLZ3,3,737.1475,0.9304022,53.94475,0.8286432,45.89143,6.408855,74.39618514,24.4901195,0
MorrisLHS,NSGAIII,DTLZ3,3,737.1475,0.9304022,87.25682,0.6046445,45.89143,6.408855,75.03791969,29.22835744,0
MorrisLHS,NSGAIII,DTLZ3,3,762.6055,0.3217934,140.4241,0.6189176,156.1528,5.915713,87.67229272,35.28437604,0
MorrisLHS,NSGAIII,DTLZ3,3,794.3561,0.4111617,180.2175,0.9915953,56.6223,8.6414,86.10376693,25.46058672,0
MorrisLHS,NSGAIII,DTLZ3,3,794.3561,0.4946332,178.8882,0.9915953,56.6223,8.6414,85.58517482,28.43457293,0
MorrisLHS,NSGAIII,DTLZ3,3,794.3561,0.4946332,180.2175,0.5932266,56.6223,8.6414,86.0738886,29.23971979,0
MorrisLHS,NSGAIII,DTLZ3,3,794.3561,0.4946332,180.2175,0.9915953,56.6223,8.6414,84.48854482,25.26256904,0
MorrisLHS,NSGAIII,DTLZ3,3,794.3561,0.4946332,180.2175,0.9915953,56.6223,8.906314,84.19390251,29.4478408,0
MorrisLHS,NSGAIII,DTLZ3,3,794.3561,0.4946332,180.2175,0.9915953,74.19884,8.6414,85.54655967,33.95678322,0
MorrisLHS,NSGAIII,DTLZ3,3,813.4574,0.9304022,53.94475,0.6046445,45.89143,6.408855,76.43663739,22.87245131,0
MorrisLHS,NSGAIII,DTLZ3,3,843.0466,0.2297234,21.08343,0.659702,127.0384,2.961744,91.38378654,33.95518085,0
MorrisLHS,NSGAIII,DTLZ3,3,843.0466,0.2572487,21.08343,0.659702,113.6483,2.961744,91.79622796,38.00454338,0
MorrisLHS,NSGAIII,DTLZ3,3,843.0466,0.2572487,21.08343,0.659702,127.0384,2.961744,91.25125212,31.35687405,0
MorrisLHS,NSGAIII,DTLZ3,3,843.0466,0.2572487,21.08343,0.659702,127.0384,3.497619,91.61928394,30.30963453,0
MorrisLHS,NSGAIII,DTLZ3,3,843.0466,0.2572487,21.08343,0.8084332,127.0384,2.961744,92.17095832,33.12212208,0
MorrisLHS,NSGAIII,DTLZ3,3,843.0466,0.2572487,97.64838,0.659702,127.0384,2.961744,90.61300515,31.49135713,0
MorrisLHS,NSGAIII,DTLZ3,3,872.1077,0.4160825,91.93089,0.3890834,189.8194,7.594765,88.47948381,34.45169556,0
MorrisLHS,NSGAIII,DTLZ3,3,872.1077,0.898259,77.92893,0.3890834,189.8194,7.594765,81.13341658,29.25310167,0
MorrisLHS,NSGAIII,DTLZ3,3,872.1077,0.898259,91.93089,0.3890834,189.8194,7.594765,81.51208872,30.82402858,0
MorrisLHS,NSGAIII,DTLZ3,3,872.1077,0.898259,91.93089,0.3890834,189.8194,9.873291,80.57656542,20.57837321,0
MorrisLHS,NSGAIII,DTLZ3,3,872.1077,0.898259,91.93089,0.3890834,93.73055,7.594765,81.18174996,29.83921126,0
MorrisLHS,NSGAIII,DTLZ3,3,872.1077,0.898259,91.93089,0.9610072,189.8194,7.594765,79.50851718,25.01444636,0
MorrisLHS,NSGAIII,DTLZ3,3,880.2031,0.5079991,122.8393,0.229215,146.1274,6.944088,87.23487947,27.76456725,0
MorrisLHS,NSGAIII,DTLZ3,3,906.6518,0.714948,145.4556,0.8866068,170.3857,5.48695,83.793782,32.59417925,0
MorrisLHS,NSGAIII,DTLZ3,3,906.6518,0.714948,197.094,0.4644635,170.3857,5.48695,82.98368791,18.54427373,0
MorrisLHS,NSGAIII,DTLZ3,3,906.6518,0.714948,197.094,0.8866068,102.573,5.48695,83.43299342,34.46163854,0
MorrisLHS,NSGAIII,DTLZ3,3,906.6518,0.714948,197.094,0.8866068,170.3857,5.48695,85.64558947,23.19601607,0
MorrisLHS,NSGAIII,DTLZ3,3,906.6518,0.714948,197.094,0.8866068,170.3857,5.726898,84.49102721,28.93665092,0
MorrisLHS,NSGAIII,DTLZ3,3,906.6518,0.8543548,197.094,0.8866068,170.3857,5.48695,80.66056374,24.93725122,0
MorrisLHS,NSGAIII,DTLZ3,3,933.791,0.714948,197.094,0.8866068,170.3857,5.48695,82.83635923,30.26819482,0
MorrisLHS,NSGAIII,DTLZ3,3,952.0458,0.1290467,134.9492,0.4035516,130.9458,9.410695,100.9959324,51.17506663,0
MorrisLHS,NSGAIII,DTLZ3,3,952.0458,0.1290467,134.9492,0.5583233,130.9458,9.410695,97.51999777,38.77261679,0
MorrisLHS,NSGAIII,DTLZ3,3,952.0458,0.1290467,134.9492,0.5583233,130.9458,9.701513,97.72782798,46.37725055,0
MorrisLHS,NSGAIII,DTLZ3,3,952.0458,0.1290467,134.9492,0.5583233,166.9772,9.410695,98.99468781,41.72022686,0
MorrisLHS,NSGAIII,DTLZ3,3,952.0458,0.1290467,73.2399,0.5583233,130.9458,9.410695,97.38202518,34.99443855,0
MorrisLHS,NSGAIII,DTLZ3,3,952.0458,0.8300066,134.9492,0.5583233,130.9458,9.410695,82.35938223,23.5267766,0
MorrisLHS,NSGAIII,DTLZ3,3,983.8035,0.53189,166.1399,0.6856517,99.57607,5.337112,86.67326215,31.68725957,0
MorrisLHS,NSGAIII,DTLZ3,3,983.8035,0.6348217,163.6794,0.6856517,99.57607,5.337112,85.86588496,30.67900044,0
MorrisLHS,NSGAIII,DTLZ3,3,983.8035,0.6348217,166.1399,0.1354941,99.57607,5.337112,85.27978165,25.25019121,0
MorrisLHS,NSGAIII,DTLZ3,3,983.8035,0.6348217,166.1399,0.6856517,70.39405,5.337112,83.23159214,33.09435003,0
MorrisLHS,NSGAIII,DTLZ3,3,983.8035,0.6348217,166.1399,0.6856517,99.57607,5.337112,85.00991814,32.18052175,0
MorrisLHS,NSGAIII,DTLZ3,3,983.8035,0.6348217,166.1399,0.6856517,99.57607,8.154868,85.38459476,27.01305547,0
MorrisLHS,NSGAIII,DTLZ4,3,116.0133,0.2965348,112.9033,0.2059341,7.20662,9.052504,0.01986458,0.311140433,0.12883867
MorrisLHS,NSGAIII,DTLZ4,3,116.0133,0.2965348,171.8112,0.2059341,47.55095,9.052504,0.020606586,0.265532968,0.106001538
MorrisLHS,NSGAIII,DTLZ4,3,116.0133,0.2965348,171.8112,0.2059341,7.20662,4.062706,0.016986885,0.284979234,0.11987196
MorrisLHS,NSGAIII,DTLZ4,3,116.0133,0.2965348,171.8112,0.2059341,7.20662,9.052504,0.019967746,0.31760924,0.1337575
MorrisLHS,NSGAIII,DTLZ4,3,116.0133,0.2965348,171.8112,0.8516723,7.20662,9.052504,0.020333157,0.199881113,0.078417056
MorrisLHS,NSGAIII,DTLZ4,3,116.0133,0.6101521,171.8112,0.2059341,7.20662,9.052504,0.014704752,0.30869388,0.13656398
MorrisLHS,NSGAIII,DTLZ4,3,127.7547,0.4946332,180.2175,0.9915953,56.6223,8.6414,0.017125249,0.256966695,0.105707116
MorrisLHS,NSGAIII,DTLZ4,3,160.8069,0.2629162,33.25825,0.9198794,16.21777,3.73154,0.02481616,0.190785012,0.072628613
MorrisLHS,NSGAIII,DTLZ4,3,177.7116,0.3811873,108.7743,0.1212871,116.042,5.176813,0.024924021,0.202771235,0.077616188
MorrisLHS,NSGAIII,DTLZ4,3,177.7116,0.3811873,108.7743,0.1212871,116.042,6.773207,0.025682474,0.203486441,0.077932901
MorrisLHS,NSGAIII,DTLZ4,3,177.7116,0.3811873,108.7743,0.1212871,32.90651,5.176813,0.023243343,0.12398831,0.047330278
MorrisLHS,NSGAIII,DTLZ4,3,177.7116,0.3811873,108.7743,0.8922917,116.042,5.176813,0.025847063,0.282060203,0.11115637
MorrisLHS,NSGAIII,DTLZ4,3,177.7116,0.3811873,22.8208,0.1212871,116.042,5.176813,0.024559727,0.139944806,0.052954188
MorrisLHS,NSGAIII,DTLZ4,3,177.7116,0.7652343,108.7743,0.1212871,116.042,5.176813,0.018296868,0.158060796,0.061571644
MorrisLHS,NSGAIII,DTLZ4,3,204.3221,0.5079991,122.8393,0.1519547,146.1274,6.944088,0.024939415,0.188234042,0.078614699
MorrisLHS,NSGAIII,DTLZ4,3,204.3221,0.5079991,122.8393,0.229215,146.1274,6.944088,0.024262469,0.210242868,0.084689525
